original_word	ner	m_ner
Miss	O	O
Sharp	O	O
accompanies	O	O
Miss	O	O
Sedley	O	O
.	O	O
It	O	O
is	O	O
particularly	O	O
requested	O	O
that	O	O
Miss	O	O
Sharp	O	O
's	O	O
stay	O	O
in	O	O
Russell	O	O
Square	O	O
may	O	O
not	O	O
exceed	O	O
ten	O	O
days	O	O
.	O	O
The	B-PERX	O
family	I-PERX	O
of	I-PERX	O
distinction	I-PERX	O
with	I-PERX	O
whom	I-PERX	O
she	I-PERX	O
is	I-PERX	O
engaged	I-PERX	O
,	I-PERX	O
desire	O	O
to	O	O
avail	O	O
themselves	B-PERX	O
of	O	O
her	B-PERX	O
services	O	O
as	O	O
soon	O	O
as	O	O
possible	O	O
.	O	O
This	O	O
letter	O	O
completed	O	O
,	O	O
Miss	O	O
Pinkerton	O	O
proceeded	O	O
to	O	O
write	O	O
her	O	O
own	O	O
name	O	O
,	O	O
and	O	O
Miss	O	O
Sedley	O	O
's	O	O
,	O	O
in	O	O
the	O	O
fly	O	O
-	O	O
leaf	O	O
of	O	O
a	O	O
Johnson	O	O
's	O	O
Dictionary	O	O
--	O	O
the	O	O
interesting	O	O
work	O	O
which	O	O
she	O	O
invariably	O	O
presented	O	O
to	O	O
her	O	O
scholars	O	O
,	O	O
on	O	O
their	O	O
departure	O	O
from	O	O
the	O	O
Mall	O	O
.	O	O
On	O	O
the	O	O
cover	O	O
was	O	O
inserted	O	O
a	O	O
copy	O	O
of	O	O
"	O	O
Lines	O	O
addressed	O	O
to	O	O
a	B-PERX	O
young	I-PERX	O
lady	I-PERX	O
on	O	O
quitting	O	O
Miss	O	O
Pinkerton	B-PERSON	O
's	B-PERSON	O
school	O	O
,	O	O
at	O	O
the	O	O
Mall	O	O
;	O	O
by	O	O
the	B-PERX	O
late	I-PERX	O
revered	I-PERX	O
Doctor	I-PERX	O
Samuel	I-PERX	O
Johnson	I-PERX	O
.	I-PERX	O
"	I-PERX	O
In	O	O
fact	O	O
,	O	O
the	O	O
Lexicographer	O	O
's	O	O
name	O	O
was	O	O
always	O	O
on	O	O
the	O	O
lips	O	O
of	O	O
this	O	O
majestic	O	O
woman	O	O
,	O	O
and	O	O
a	O	O
visit	O	O
he	O	O
had	O	O
paid	O	O
to	O	O
her	O	O
was	O	O
the	O	O
cause	O	O
of	O	O
her	O	O
reputation	O	O
and	O	O
her	O	O
fortune	O	O
.	O	O
Being	O	O
commanded	O	O
by	O	O
her	O	O
elder	O	O
sister	O	O
to	O	O
get	O	O
"	O	O
the	O	O
Dictionary	O	O
"	O	O
from	O	O
the	O	O
cupboard	O	O
,	O	O
Miss	O	O
Jemima	O	O
had	O	O
extracted	O	O
two	O	O
copies	O	O
of	O	O
the	O	O
book	O	O
from	O	O
the	O	O
receptacle	O	O
in	O	O
question	O	O
.	O	O
When	O	O
Miss	O	O
Pinkerton	O	O
had	O	O
finished	O	O
the	O	O
inscription	O	O
in	O	O
the	O	O
first	O	O
,	O	O
Jemima	O	O
,	O	O
with	O	O
rather	O	O
a	O	O
dubious	O	O
and	O	O
timid	O	O
air	O	O
,	O	O
handed	O	O
her	O	O
the	O	O
second	O	O
.	O	O
"	O	O
For	O	O
whom	O	O
is	O	O
this	O	O
,	O	O
Miss	O	O
Jemima	O	O
?	O	O
"	O	O
said	O	O
Miss	O	O
Pinkerton	O	O
,	O	O
with	O	O
awful	O	O
coldness	O	O
.	O	O
"	O	O
For	O	O
Becky	O	O
Sharp	O	O
,	O	O
"	O	O
answered	O	O
Jemima	O	O
,	O	O
trembling	O	O
very	O	O
much	O	O
,	O	O
and	O	O
blushing	O	O
over	O	O
her	O	O
withered	O	O
face	O	O
and	O	O
neck	O	O
,	O	O
as	O	O
she	O	O
turned	O	O
her	O	O
back	O	O
on	O	O
her	O	O
sister	O	O
.	O	O
"	O	O
For	O	O
Becky	O	O
Sharp	O	O
:	O	O
she	O	O
's	O	O
going	O	O
too	O	O
.	O	O
"	O	O
"	O	O
MISS	O	O
JEMIMA	O	O
!	O	O
"	O	O
exclaimed	O	O
Miss	O	O
Pinkerton	O	O
,	O	O
in	O	O
the	O	O
largest	O	O
capitals	O	O
.	O	O
"	O	O
Are	O	O
you	O	O
in	O	O
your	O	O
senses	O	O
?	O	O
Replace	O	O
the	O	O
Dixonary	O	O
in	O	O
the	O	O
closet	O	O
,	O	O
and	O	O
never	O	O
venture	O	O
to	O	O
take	O	O
such	O	O
a	O	O
liberty	O	O
in	O	O
future	O	O
.	O	O
"	O	O
"	O	O
Well	O	O
,	O	O
sister	O	O
,	O	O
it	O	O
's	O	O
only	O	O
two	O	O
-	O	O
and	O	O
-	O	O
ninepence	O	O
,	O	O
and	O	O
poor	B-PERX	O
Becky	I-PERX	O
will	O	O
be	O	O
miserable	O	O
if	O	O
she	O	O
do	O	O
n't	O	O
get	O	O
one	O	O
.	O	O
"	O	O
"	O	O
Send	O	O
Miss	O	O
Sedley	O	O
instantly	O	O
to	O	O
me	O	O
,	O	O
"	O	O
said	O	O
Miss	O	O
Pinkerton	O	O
.	O	O
And	O	O
so	O	O
venturing	O	O
not	O	O
to	O	O
say	O	O
another	O	O
word	O	O
,	O	O
poor	B-PERX	O
Jemima	I-PERX	O
trotted	O	O
off	O	O
,	O	O
exceedingly	O	O
flurried	O	O
and	O	O
nervous	O	O
.	O	O
Miss	O	O
Sedley	O	O
's	O	O
papa	O	O
was	O	O
a	B-PERX	O
merchant	I-PERX	O
in	I-PERX	O
London	I-PERX	O
,	I-PERX	O
and	O	O
a	O	O
man	O	O
of	O	O
some	O	O
wealth	O	O
;	O	O
whereas	O	O
Miss	O	O
Sharp	O	O
was	O	O
an	O	O
articled	O	O
pupil	O	O
,	O	O
for	O	O
whom	O	O
Miss	O	O
Pinkerton	O	O
had	O	O
done	O	O
,	O	O
as	O	O
she	O	O
thought	O	O
,	O	O
quite	O	O
enough	O	O
,	O	O
without	O	O
conferring	O	O
upon	O	O
her	O	O
at	O	O
parting	O	O
the	O	O
high	O	O
honour	O	O
of	O	O
the	O	O
Dixonary	O	O
.	O	O
Although	O	O
schoolmistresses	O	O
'	O	O
letters	O	O
are	O	O
to	O	O
be	O	O
trusted	O	O
no	O	O
more	O	O
nor	O	O
less	O	O
than	O	O
churchyard	O	O
epitaphs	O	O
;	O	O
yet	O	O
,	O	O
as	O	O
it	O	O
sometimes	O	O
happens	O	O
that	O	O
a	O	O
person	O	O
departs	O	O
this	O	O
life	O	O
who	O	O
is	O	O
really	O	O
deserving	O	O
of	O	O
all	O	O
the	O	O
praises	O	O
the	B-PERX	O
stone	I-PERX	O
cutter	I-PERX	O
carves	O	O
over	O	O
his	O	O
bones	O	O
;	O	O
who	O	O
IS	O	O
a	O	O
good	O	O
Christian	O	O
,	O	O
a	O	O
good	O	O
parent	O	O
,	O	O
child	O	O
,	O	O
wife	O	O
,	O	O
or	O	O
husband	O	O
;	O	O
who	O	O
actually	O	O
DOES	O	O
leave	O	O
a	B-PERX	O
disconsolate	I-PERX	O
family	I-PERX	O
to	O	O
mourn	O	O
his	O	O
loss	O	O
;	O	O
so	O	O
in	O	O
academies	O	O
of	O	O
the	O	O
male	O	O
and	O	O
female	O	O
sex	O	O
it	O	O
occurs	O	O
every	O	O
now	O	O
and	O	O
then	O	O
that	O	O
the	O	O
pupil	O	O
is	O	O
fully	O	O
worthy	O	O
of	O	O
the	O	O
praises	O	O
bestowed	O	O
by	O	O
the	O	O
disinterested	O	O
instructor	O	O
.	O	O
Now	O	O
,	O	O
Miss	O	O
Amelia	O	O
Sedley	O	O
was	O	O
a	B-PERX	O
young	I-PERX	O
lady	I-PERX	O
of	I-PERX	O
this	I-PERX	O
singular	I-PERX	O
species	I-PERX	O
;	I-PERX	O
and	O	O
deserved	O	O
not	O	O
only	O	O
all	O	O
that	O	O
Miss	O	O
Pinkerton	O	O
said	O	O
in	O	O
her	O	O
praise	O	O
,	O	O
but	O	O
had	O	O
many	O	O
charming	O	O
qualities	O	O
which	O	O
that	O	O
pompous	O	O
old	O	O
Minerva	O	O
of	O	O
a	O	O
woman	O	O
could	O	O
not	O	O
see	O	O
,	O	O
from	O	O
the	O	O
differences	O	O
of	O	O
rank	O	O
and	O	O
age	O	O
between	O	O
her	O	O
pupil	O	O
and	O	O
herself	O	O
.	O	O
For	O	O
she	O	O
could	O	O
not	O	O
only	O	O
sing	O	O
like	O	O
a	O	O
lark	O	O
,	O	O
or	O	O
a	O	O
Mrs.	O	O
Billington	O	O
,	O	O
and	O	O
dance	O	O
like	O	O
Hillisberg	O	O
or	O	O
Parisot	O	O
;	O	O
and	O	O
embroider	O	O
beautifully	O	O
;	O	O
and	O	O
spell	O	O
as	O	O
well	O	O
as	O	O
a	O	O
Dixonary	O	O
itself	O	O
;	O	O
but	O	O
she	O	O
had	O	O
such	O	O
a	O	O
kindly	O	O
,	O	O
smiling	O	O
,	O	O
tender	O	O
,	O	O
gentle	O	O
,	O	O
generous	O	O
heart	O	O
of	O	O
her	O	O
own	O	O
,	O	O
as	O	O
won	O	O
the	O	O
love	O	O
of	O	O
everybody	B-PERX	O
who	I-PERX	O
came	I-PERX	O
near	I-PERX	O
her	I-PERX	O
,	I-PERX	O
from	O	O
Minerva	O	O
herself	O	O
down	O	O
to	O	O
the	O	O
poor	O	O
girl	O	O
in	O	O
the	O	O
scullery	O	O
,	O	O
and	O	O
the	O	O
one	B-PERX	O
-	B-PERX	O
eyed	B-PERX	O
tart	I-PERX	O
-	I-PERX	O
woman	I-PERX	O
's	I-PERX	O
daughter	I-PERX	O
,	I-PERX	O
who	I-PERX	O
was	I-PERX	O
permitted	I-PERX	O
to	I-PERX	O
vend	I-PERX	O
her	I-PERX	O
wares	I-PERX	O
once	I-PERX	O
a	I-PERX	O
week	I-PERX	O
to	O	O
the	B-PERX	O
young	I-PERX	O
ladies	I-PERX	O
in	I-PERX	O
the	I-PERX	O
Mall	I-PERX	O
.	I-PERX	O
She	O	O
had	O	O
twelve	B-PERX	O
intimate	I-PERX	O
and	I-PERX	O
bosom	I-PERX	O
friends	I-PERX	O
out	O	O
of	O	O
the	B-PERX	O
twenty	I-PERX	O
-	I-PERX	O
four	I-PERX	O
young	I-PERX	O
ladies	I-PERX	O
.	I-PERX	O
Even	O	O
envious	O	O
Miss	O	O
Briggs	O	O
never	O	O
spoke	O	O
ill	O	O
of	O	O
her	O	O
;	O	O
high	O	O
and	O	O
mighty	O	O
Miss	O	O
Saltire	O	O
(	O	O
Lord	O	O
Dexter	O	O
's	O	O
granddaughter	O	O
)	O	O
allowed	O	O
that	O	O
her	O	O
figure	O	O
was	O	O
genteel	O	O
;	O	O
and	O	O
as	O	O
for	O	O
Miss	O	O
Swartz	O	O
,	O	O
the	B-PERX	O
rich	I-PERX	O
woolly	I-PERX	O
-	I-PERX	O
haired	I-PERX	O
mulatto	I-PERX	O
from	I-PERX	O
St.	I-PERX	O
Kitt	I-PERX	O
's	I-PERX	O
,	I-PERX	O
on	O	O
the	O	O
day	O	O
Amelia	O	O
went	O	O
away	O	O
,	O	O
she	O	O
was	O	O
in	O	O
such	O	O
a	O	O
passion	O	O
of	O	O
tears	O	O
that	O	O
they	O	O
were	O	O
obliged	O	O
to	O	O
send	O	O
for	O	O
Dr.	O	O
Floss	O	O
,	O	O
and	O	O
half	O	O
tipsify	O	O
her	O	O
with	O	O
salvolatile	O	O
.	O	O
Miss	O	O
Pinkerton	O	O
's	O	O
attachment	O	O
was	O	O
,	O	O
as	O	O
may	O	O
be	O	O
supposed	O	O
from	O	O
the	O	O
high	O	O
position	O	O
and	O	O
eminent	O	O
virtues	O	O
of	O	O
that	O	O
lady	O	O
,	O	O
calm	O	O
and	O	O
dignified	O	O
;	O	O
but	O	O
Miss	O	O
Jemima	O	O
had	O	O
already	O	O
whimpered	O	O
several	O	O
times	O	O
at	O	O
the	O	O
idea	O	O
of	O	O
Amelia	O	O
's	O	O
departure	O	O
;	O	O
and	O	O
,	O	O
but	O	O
for	O	O
fear	O	O
of	O	O
her	O	O
sister	O	O
,	O	O
would	O	O
have	O	O
gone	O	O
off	O	O
in	O	O
downright	O	O
hysterics	O	O
,	O	O
like	O	O
the	B-PERX	O
heiress	I-PERX	O
(	I-PERX	O
who	I-PERX	O
paid	I-PERX	O
double	I-PERX	O
)	I-PERX	O
of	I-PERX	O
St.	I-PERX	O
Kitt	I-PERX	O
's	I-PERX	O
.	I-PERX	O
Such	O	O
luxury	O	O
of	O	O
grief	O	O
,	O	O
however	O	O
,	O	O
is	O	O
only	O	O
allowed	O	O
to	O	O
parlour	O	O
-	O	O
boarders	O	O
.	O	O
Honest	B-PERX	O
Jemima	I-PERX	O
had	O	O
all	O	O
the	O	O
bills	O	O
,	O	O
and	O	O
the	O	O
washing	O	O
,	O	O
and	O	O
the	O	O
mending	O	O
,	O	O
and	O	O
the	O	O
puddings	O	O
,	O	O
and	O	O
the	O	O
plate	O	O
and	O	O
crockery	O	O
,	O	O
and	O	O
the	O	O
servants	O	O
to	O	O
superintend	O	O
.	O	O
But	O	O
why	O	O
speak	O	O
about	O	O
her	O	O
?	O	O
It	O	O
is	O	O
probable	O	O
that	O	O
we	O	O
shall	O	O
not	O	O
hear	O	O
of	O	O
her	O	O
again	O	O
from	O	O
this	O	O
moment	O	O
to	O	O
the	O	O
end	O	O
of	O	O
time	O	O
,	O	O
and	O	O
that	O	O
when	O	O
the	O	O
great	O	O
filigree	O	O
iron	O	O
gates	O	O
are	O	O
once	O	O
closed	O	O
on	O	O
her	O	O
,	O	O
she	O	O
and	O	O
her	O	O
awful	O	O
sister	O	O
will	O	O
never	O	O
issue	O	O
therefrom	O	O
into	O	O
this	O	O
little	O	O
world	O	O
of	O	O
history	O	O
.	O	O
But	O	O
as	O	O
we	O	O
are	O	O
to	O	O
see	O	O
a	O	O
great	O	O
deal	O	O
of	O	O
Amelia	O	O
,	O	O
there	O	O
is	O	O
no	O	O
harm	O	O
in	O	O
saying	O	O
,	O	O
at	O	O
the	O	O
outset	O	O
of	O	O
our	O	O
acquaintance	O	O
,	O	O
that	O	O
she	O	O
was	O	O
a	O	O
dear	O	O
little	O	O
creature	O	O
;	O	O
and	O	O
a	O	O
great	O	O
mercy	O	O
it	O	O
is	O	O
,	O	O
both	O	O
in	O	O
life	O	O
and	O	O
in	O	O
novels	O	O
,	O	O
which	O	O
(	O	O
and	O	O
the	O	O
latter	O	O
especially	O	O
)	O	O
abound	O	O
in	O	O
villains	B-PERX	O
of	I-PERX	O
the	I-PERX	O
most	I-PERX	O
sombre	I-PERX	O
sort	I-PERX	O
,	I-PERX	O
that	O	O
we	O	O
are	O	O
to	O	O
have	O	O
for	O	O
a	B-PERX	O
constant	I-PERX	O
companion	I-PERX	O
so	I-PERX	O
guileless	I-PERX	O
and	I-PERX	O
good	I-PERX	O
-	I-PERX	O
natured	I-PERX	O
a	I-PERX	O
person	I-PERX	O
.	I-PERX	O
As	O	O
she	O	O
is	O	O
not	O	O
a	O	O
heroine	O	O
,	O	O
there	O	O
is	O	O
no	O	O
need	O	O
to	O	O
describe	O	O
her	B-PERX	O
person	O	O
;	O	O
indeed	O	O
I	B-PERX	O
am	O	O
afraid	O	O
that	O	O
her	O	O
nose	O	O
was	O	O
rather	O	O
short	O	O
than	O	O
otherwise	O	O
,	O	O
and	O	O
her	O	O
cheeks	O	O
a	O	O
great	O	O
deal	O	O
too	O	O
round	O	O
and	O	O
red	O	O
for	O	O
a	O	O
heroine	O	O
;	O	O
but	O	O
her	O	O
face	O	O
blushed	O	O
with	O	O
rosy	O	O
health	O	O
,	O	O
and	O	O
her	O	O
lips	O	O
with	O	O
the	O	O
freshest	O	O
of	O	O
smiles	O	O
,	O	O
and	O	O
she	O	O
had	O	O
a	O	O
pair	O	O
of	O	O
eyes	O	O
which	O	O
sparkled	O	O
with	O	O
the	O	O
brightest	O	O
and	O	O
honestest	O	O
good	O	O
-	O	O
humour	O	O
,	O	O
except	O	O
indeed	O	O
when	O	O
they	O	O
filled	O	O
with	O	O
tears	O	O
,	O	O
and	O	O
that	O	O
was	O	O
a	O	O
great	O	O
deal	O	O
too	O	O
often	O	O
;	O	O
for	O	O
the	B-PERX	O
silly	I-PERX	O
thing	I-PERX	O
would	O	O
cry	O	O
over	O	O
