original_word	ner	m_ner
example	O	O
,	O	O
as	O	O
the	O	O
phenomena	O	O
of	O	O
the	O	O
heavenly	O	O
bodies	O	O
undoubtedly	O	O
are	O	O
in	O	O
those	O	O
undiscovered	O	O
solitudes	O	O
.	O	O
What	O	O
may	O	O
not	O	O
be	O	O
expected	O	O
in	O	O
a	O	O
country	O	O
of	O	O
eternal	O	O
light	O	O
?	O	O
I	B-PERX	O
may	O	O
there	O	O
discover	O	O
the	O	O
wondrous	O	O
power	O	O
which	O	O
attracts	O	O
the	O	O
needle	O	O
and	O	O
may	O	O
regulate	O	O
a	O	O
thousand	O	O
celestial	O	O
observations	O	O
that	O	O
require	O	O
only	O	O
this	O	O
voyage	O	O
to	O	O
render	O	O
their	O	O
seeming	O	O
eccentricities	O	O
consistent	O	O
forever	O	O
.	O	O
I	B-PERX	O
shall	O	O
satiate	O	O
my	O	O
ardent	O	O
curiosity	O	O
with	O	O
the	O	O
sight	O	O
of	O	O
a	O	O
part	O	O
of	O	O
the	O	O
world	O	O
never	O	O
before	O	O
visited	O	O
,	O	O
and	O	O
may	O	O
tread	O	O
a	O	O
land	O	O
never	O	O
before	O	O
imprinted	O	O
by	O	O
the	O	O
foot	O	O
of	O	O
man	O	O
.	O	O
These	O	O
are	O	O
my	B-PERX	O
enticements	O	O
,	O	O
and	O	O
they	O	O
are	O	O
sufficient	O	O
to	O	O
conquer	O	O
all	O	O
fear	O	O
of	O	O
danger	O	O
or	O	O
death	O	O
and	O	O
to	O	O
induce	O	O
me	B-PERX	O
to	O	O
commence	O	O
this	O	O
laborious	O	O
voyage	O	O
with	O	O
the	O	O
joy	O	O
a	O	O
child	O	O
feels	O	O
when	O	O
he	B-PERX	O
embarks	O	O
in	O	O
a	O	O
little	O	O
boat	O	O
,	O	O
with	O	O
his	B-PERX	O
holiday	I-PERX	O
mates	I-PERX	O
,	I-PERX	O
on	O	O
an	O	O
expedition	O	O
of	O	O
discovery	O	O
up	O	O
his	B-PERX	O
native	O	O
river	O	O
.	O	O
But	O	O
supposing	O	O
all	O	O
these	O	O
conjectures	O	O
to	O	O
be	O	O
false	O	O
,	O	O
you	O	O
can	O	O
not	O	O
contest	O	O
the	O	O
inestimable	O	O
benefit	O	O
which	O	O
I	B-PERX	O
shall	O	O
confer	O	O
on	O	O
all	B-PERX	O
mankind	I-PERX	O
,	I-PERX	O
to	O	O
the	O	O
last	O	O
generation	O	O
,	O	O
by	O	O
discovering	O	O
a	O	O
passage	O	O
near	O	O
the	O	O
pole	O	O
to	O	O
those	O	O
countries	O	O
,	O	O
to	O	O
reach	O	O
which	O	O
at	O	O
present	O	O
so	O	O
many	O	O
months	O	O
are	O	O
requisite	O	O
;	O	O
or	O	O
by	O	O
ascertaining	O	O
the	O	O
secret	O	O
of	O	O
the	O	O
magnet	O	O
,	O	O
which	O	O
,	O	O
if	O	O
at	O	O
all	O	O
possible	O	O
,	O	O
can	O	O
only	O	O
be	O	O
effected	O	O
by	O	O
an	O	O
undertaking	O	O
such	O	O
as	O	O
mine	B-PERX	O
.	B-PERX	O
These	O	O
reflections	O	O
have	O	O
dispelled	O	O
the	O	O
agitation	O	O
with	O	O
which	O	O
I	B-PERX	O
began	O	O
my	O	O
letter	O	O
,	O	O
and	O	O
I	B-PERX	O
feel	O	O
my	O	O
heart	O	O
glow	O	O
with	O	O
an	O	O
enthusiasm	O	O
which	O	O
elevates	O	O
me	B-PERX	O
to	O	O
heaven	O	O
,	O	O
for	O	O
nothing	O	O
contributes	O	O
so	O	O
much	O	O
to	O	O
tranquillize	O	O
the	O	O
mind	O	O
as	O	O
a	O	O
steady	O	O
purpose	O	O
--	O	O
a	O	O
point	O	O
on	O	O
which	O	O
the	O	O
soul	O	O
may	O	O
fix	O	O
its	O	O
intellectual	O	O
eye	O	O
.	O	O
This	O	O
expedition	O	O
has	O	O
been	O	O
the	O	O
favourite	O	O
dream	O	O
of	O	O
my	B-PERX	O
early	O	O
years	O	O
.	O	O
I	B-PERX	O
have	O	O
read	O	O
with	O	O
ardour	O	O
the	O	O
accounts	O	O
of	O	O
the	O	O
various	O	O
voyages	O	O
which	O	O
have	O	O
been	O	O
made	O	O
in	O	O
the	O	O
prospect	O	O
of	O	O
arriving	O	O
at	O	O
the	O	O
North	O	O
Pacific	O	O
Ocean	O	O
through	O	O
the	O	O
seas	O	O
which	O	O
surround	O	O
the	O	O
pole	O	O
.	O	O
You	B-PERX	O
may	O	O
remember	O	O
that	O	O
a	O	O
history	O	O
of	O	O
all	O	O
the	O	O
voyages	O	O
made	O	O
for	O	O
purposes	O	O
of	O	O
discovery	O	O
composed	O	O
the	O	O
whole	O	O
of	O	O
our	O	O
good	O	O
Uncle	O	O
Thomas	B-PERSON	O
'	B-PERSON	O
library	O	O
.	O	O
My	B-PERX	O
education	O	O
was	O	O
neglected	O	O
,	O	O
yet	O	O
I	B-PERX	O
was	O	O
passionately	O	O
fond	O	O
of	O	O
reading	O	O
.	O	O
These	O	O
volumes	O	O
were	O	O
my	B-PERX	O
study	O	O
day	O	O
and	O	O
night	O	O
,	O	O
and	O	O
my	B-PERX	O
familiarity	O	O
with	O	O
them	O	O
increased	O	O
that	O	O
regret	O	O
which	O	O
I	B-PERX	O
had	O	O
felt	O	O
,	O	O
as	O	O
a	O	O
child	O	O
,	O	O
on	O	O
learning	O	O
that	O	O
my	B-PERX	O
father	I-PERX	O
's	I-PERX	O
dying	O	O
injunction	O	O
had	O	O
forbidden	O	O
my	B-PERX	O
uncle	I-PERX	O
to	O	O
allow	O	O
me	B-PERX	O
to	O	O
embark	O	O
in	O	O
a	O	O
seafaring	O	O
life	O	O
.	O	O
These	O	O
visions	O	O
faded	O	O
when	O	O
I	B-PERX	O
perused	O	O
,	O	O
for	O	O
the	O	O
first	O	O
time	O	O
,	O	O
those	B-PERX	O
poets	I-PERX	O
whose	I-PERX	O
effusions	I-PERX	O
entranced	I-PERX	O
my	I-PERX	O
soul	I-PERX	O
and	I-PERX	O
lifted	I-PERX	O
it	I-PERX	O
to	I-PERX	O
heaven	I-PERX	O
.	I-PERX	O
I	B-PERX	O
also	O	O
became	O	O
a	B-PERX	O
poet	I-PERX	O
and	O	O
for	O	O
one	O	O
year	O	O
lived	O	O
in	O	O
a	O	O
paradise	O	O
of	O	O
my	B-PERX	O
own	O	O
creation	O	O
;	O	O
I	B-PERX	O
imagined	O	O
that	O	O
I	B-PERX	O
also	O	O
might	O	O
obtain	O	O
a	O	O
niche	O	O
in	O	O
the	O	O
temple	O	O
where	O	O
the	O	O
names	O	O
of	O	O
Homer	B-PERSON	O
and	O	O
Shakespeare	B-PERSON	O
are	O	O
consecrated	O	O
.	O	O
You	B-PERX	O
are	O	O
well	O	O
acquainted	O	O
with	O	O
my	B-PERX	O
failure	O	O
and	O	O
how	O	O
heavily	O	O
I	B-PERX	O
bore	O	O
the	O	O
disappointment	O	O
.	O	O
But	O	O
just	O	O
at	O	O
that	O	O
time	O	O
I	B-PERX	O
inherited	O	O
the	O	O
fortune	O	O
of	O	O
my	B-PERX	O
cousin	I-PERX	O
,	I-PERX	O
and	O	O
my	B-PERX	O
thoughts	O	O
were	O	O
turned	O	O
into	O	O
the	O	O
channel	O	O
of	O	O
their	B-PERX	O
earlier	O	O
bent	O	O
.	O	O
Six	O	O
years	O	O
have	O	O
passed	O	O
since	O	O
I	B-PERX	O
resolved	O	O
on	O	O
my	O	O
present	O	O
undertaking	O	O
.	O	O
I	B-PERX	O
can	O	O
,	O	O
even	O	O
now	O	O
,	O	O
remember	O	O
the	O	O
hour	O	O
from	O	O
which	O	O
I	B-PERX	O
dedicated	O	O
myself	B-PERX	O
to	O	O
this	O	O
great	O	O
enterprise	O	O
.	O	O
I	B-PERX	O
commenced	O	O
by	O	O
inuring	O	O
my	B-PERX	O
body	O	O
to	O	O
hardship	O	O
.	O	O
I	B-PERX	O
accompanied	O	O
the	B-PERX	O
whale	I-PERX	O
-	I-PERX	O
fishers	I-PERX	O
on	O	O
several	O	O
expeditions	O	O
to	O	O
the	O	O
North	O	O
Sea	O	O
;	O	O
I	B-PERX	O
voluntarily	O	O
endured	O	O
cold	O	O
,	O	O
famine	O	O
,	O	O
thirst	O	O
,	O	O
and	O	O
want	O	O
of	O	O
sleep	O	O
;	O	O
I	B-PERX	O
often	O	O
worked	O	O
harder	O	O
than	O	O
the	B-PERX	O
common	I-PERX	O
sailors	I-PERX	O
during	O	O
the	O	O
day	O	O
and	O	O
devoted	O	O
my	B-PERX	O
nights	O	O
to	O	O
the	O	O
study	O	O
of	O	O
mathematics	O	O
,	O	O
the	O	O
theory	O	O
of	O	O
medicine	O	O
,	O	O
and	O	O
those	O	O
branches	O	O
of	O	O
physical	O	O
science	O	O
from	O	O
which	O	O
a	B-PERX	O
naval	I-PERX	O
adventurer	I-PERX	O
might	O	O
derive	O	O
the	O	O
greatest	O	O
practical	O	O
advantage	O	O
.	O	O
Twice	O	O
I	B-PERX	O
actually	O	O
hired	O	O
myself	B-PERX	O
as	O	O
an	B-PERX	O
under	I-PERX	O
-	I-PERX	O
mate	I-PERX	O
in	I-PERX	O
a	I-PERX	O
Greenland	I-PERX	O
whaler	I-PERX	O
,	I-PERX	O
and	O	O
acquitted	O	O
myself	B-PERX	O
to	O	O
admiration	O	O
.	O	O
I	B-PERX	O
must	O	O
own	O	O
I	B-PERX	O
felt	O	O
a	O	O
little	O	O
proud	O	O
when	O	O
my	B-PERX	O
captain	I-PERX	O
offered	O	O
me	B-PERX	O
the	O	O
second	O	O
dignity	O	O
in	O	O
the	O	O
vessel	O	O
and	O	O
entreated	O	O
me	B-PERX	O
to	O	O
remain	O	O
with	O	O
the	O	O
greatest	O	O
earnestness	O	O
,	O	O
so	O	O
valuable	O	O
did	O	O
he	B-PERX	O
consider	O	O
my	B-PERX	O
services	O	O
.	O	O
And	O	O
now	O	O
,	O	O
dear	O	O
Margaret	B-PERSON	O
,	B-PERSON	O
do	O	O
I	B-PERX	O
not	O	O
deserve	O	O
to	O	O
accomplish	O	O
some	O	O
great	O	O
purpose	O	O
?	O	O
My	B-PERX	O
life	O	O
might	O	O
have	O	O
been	O	O
passed	O	O
in	O	O
ease	O	O
and	O	O
luxury	O	O
,	O	O
but	O	O
I	B-PERX	O
preferred	O	O
glory	O	O
to	O	O
every	O	O
enticement	O	O
that	O	O
wealth	O	O
placed	O	O
in	O	O
my	O	O
path	O	O
.	O	O
Oh	O	O
,	O	O
that	O	O
some	O	O
encouraging	O	O
voice	O	O
would	O	O
answer	O	O
in	O	O
the	O	O
affirmative	O	O
!	O	O
My	B-PERX	O
courage	O	O
and	O	O
my	B-PERX	O
resolution	O	O
is	O	O
firm	O	O
;	O	O
but	O	O
my	B-PERX	O
hopes	O	O
fluctuate	O	O
,	O	O
and	O	O
my	B-PERX	O
spirits	O	O
are	O	O
often	O	O
depressed	O	O
.	O	O
I	B-PERX	O
am	O	O
about	O	O
to	O	O
proceed	O	O
on	O	O
a	O	O
long	O	O
and	O	O
difficult	O	O
voyage	O	O
,	O	O
the	O	O
emergencies	O	O
of	O	O
which	O	O
will	O	O
demand	O	O
all	O	O
my	B-PERX	O
fortitude	O	O
:	O	O
I	B-PERX	O
am	O	O
required	O	O
not	O	O
only	O	O
to	O	O
raise	O	O
the	O	O
spirits	O	O
of	O	O
others	B-PERX	O
,	B-PERX	O
but	O	O
sometimes	O	O
to	O	O
sustain	O	O
my	B-PERX	O
own	O	O
,	O	O
when	O	O
theirs	B-PERX	O
are	O	O
failing	O	O
.	O	O
This	O	O
is	O	O
the	O	O
most	O	O
favourable	O	O
period	O	O
for	O	O
travelling	O	O
in	O	O
Russia	O	O
.	O	O
They	B-PERX	O
fly	O	O
quickly	O	O
over	O	O
the	O	O
snow	O	O
in	O	O
their	B-PERX	O
sledges	O	O
;	O	O
the	O	O
motion	O	O
is	O	O
pleasant	O	O
,	O	O
and	O	O
,	O	O
in	O	O
my	B-PERX	O
opinion	O	O
,	O	O
far	O	O
more	O	O
agreeable	O	O
than	O	O
that	O	O
of	O	O
an	O	O
English	O	O
stagecoach	O	O
.	O	O
The	O	O
cold	O	O
is	O	O
not	O	O
excessive	O	O
,	O	O
if	O	O
you	B-PERX	O
are	O	O
wrapped	O	O
in	O	O
furs	O	O
--	O	O
a	O	O
dress	O	O
which	O	O
I	B-PERX	O
have	O	O
already	O	O
adopted	O	O
,	O	O
for	O	O
there	O	O
is	O	O
a	O	O
great	O	O
difference	O	O
between	O	O
walking	O	O
the	O	O
deck	O	O
and	O	O
remaining	O	O
seated	O	O
motionless	O	O
for	O	O
hours	O	O
,	O	O
when	O	O
no	O	O
exercise	O	O
prevents	O	O
the	O	O
blood	O	O
from	O	O
actually	O	O
freezing	O	O
in	O	O
your	B-PERX	O
veins	O	O
.	O	O
I	B-PERX	O
have	O	O
no	O	O
ambition	O	O
to	O	O
lose	O	O
my	B-PERX	O
life	O	O
on	O	O
the	O	O
post	O	O
-	O	O
road	O	O
between	O	O
St.	O	O
Petersburgh	O	O
and	O	O
Archangel	O	O
.	O	O
I	B-PERX	O
shall	O	O
depart	O	O
for	O	O
the	O	O
latter	O	O
town	O	O
in	O	O
a	O	O
fortnight	O	O
or	O	O
three	O	O
weeks	O	O
;	O	O
and	O	O
my	B-PERX	O
intention	O	O
is	O	O
to	O	O
hire	O	O
a	O	O
ship	O	O
there	O	O
,	O	O
which	O	O
can	O	O
easily	O	O
be	O	O
done	O	O
by	O	O
paying	O	O
the	O	O
insurance	O	O
for	O	O
the	B-PERX	O
owner	I-PERX	O
,	I-PERX	O
and	O	O
to	O	O
engage	O	O
as	O	O
many	O	O
sailors	B-PERX	O
as	O	O
I	B-PERX	O
think	O	O
necessary	O	O
among	O	O
those	B-PERX	O
who	O	O
are	O	O
accustomed	O	O
to	O	O
the	O	O
whale	O	O
-	O	O
fishing	O	O
.	O	O
I	B-PERX	O
do	O	O
not	O	O
intend	O	O
to	O	O
sail	O	O
until	O	O
the	O	O
month	O	O
of	O	O
June	O	O
;	O	O
and	O	O
when	O	O
shall	O	O
I	B-PERX	O
return	O	O
?	O	O
Ah	O	O
,	O	O
dear	O	O
sister	B-PERX	O
,	B-PERX	O
how	O	O
can	O	O
I	B-PERX	O
answer	O	O
this	O	O
question	O	O
?	O	O
If	O	O
I	B-PERX	O
succeed	O	O
,	O	O
many	O	O
,	O	O
many	O	O
months	O	O
,	O	O
perhaps	O	O
years	O	O
,	O	O
will	O	O
pass	O	O
before	O	O
you	B-PERX	O
and	O	O
I	B-PERX	O
may	O	O
meet	O	O
.	O	O
If	O	O
I	B-PERX	O
fail	O	O
,	O	O
you	B-PERX	O
will	O	O
see	O	O
me	B-PERX	O
again	O	O
soon	O	O
,	O	O
or	O	O
never	O	O
.	O	O
Farewell	O	O
,	O	O
my	B-PERX	O
dear	O	O
,	O	O
excellent	O	O
Margaret	B-PERSON	O
.	B-PERSON	O
Heaven	O	O
shower	O	O
down	O	O
blessings	O	O
on	O	O
you	B-PERX	O
,	B-PERX	O
and	O	O
save	O	O
me	B-PERX	O
,	B-PERX	O
that	O	O
I	B-PERX	O
may	O	O
again	O	O
and	O	O
again	O	O
testify	O	O
my	B-PERX	O
gratitude	O	O
for	O	O
all	O	O
your	B-PERX	O
love	O	O
and	O	O
kindness	O	O
.	O	O
Your	B-PERX	O
affectionate	I-PERX	O
brother	I-PERX	O
,	I-PERX	O
R.	B-PERSON	O
Walton	I-PERSON	O
Letter	O	O
2	O	O
Archangel	O	O
,	O	O
28th	O	O
March	O	O
,	O	O
17	O	O
--	O	O
To	O	O
Mrs.	O	O
Saville	B-PERSON	O
,	B-PERSON	O
England	O	O
How	O	O
slowly	O	O
the	O	O
time	O	O
passes	O	O
here	O	O
,	O	O
encompassed	O	O
as	O	O
I	B-PERX	O
am	O	O
by	O	O
frost	O	O
and	O	O
snow	O	O
!	O	O
Yet	O	O
a	O	O
second	O	O
step	O	O
is	O	O
taken	O	O
towards	O	O
my	B-PERX	O
enterprise	O	O
.	O	O
I	B-PERX	O
have	O	O
hired	O	O
a	O	O
vessel	O	O
and	O	O
am	O	O
occupied	O	O
in	O	O
collecting	O	O
my	B-PERX	O
sailors	I-PERX	O
;	I-PERX	O
those	O	O
whom	O	O
I	B-PERX	O
have	O	O
already	O	O
engaged	O	O
appear	O	O
to	O	O
be	O	O
men	B-PERX	O
on	I-PERX	O
whom	I-PERX	O
I	I-PERX	O
can	I-PERX	O
depend	I-PERX	O
and	O	O
are	O	O
certainly	O	O
possessed	O	O
of	O	O
dauntless	O	O
courage	O	O
.	O	O
But	O	O
I	B-PERX	O
have	O	O
one	O	O
want	O	O
which	O	O
I	B-PERX	O
have	O	O
never	O	O
yet	O	O
been	O	O
able	O	O
to	O	O
satisfy	O	O
,	O	O
and	O	O
the	O	O
absence	O	O
of	O	O
the	O	O
object	O	O
of	O	O
which	O	O
I	B-PERX	O
now	O	O
feel	O	O
as	O	O
a	O	O
most	O	O
severe	O	O
evil	O	O
,	O	O
I	B-PERX	O
have	O	O
no	O	O
friend	B-PERX	O
,	B-PERX	O
Margaret	B-PERSON	O
:	B-PERSON	O
when	O	O
I	B-PERX	O
am	O	O
glowing	O	O
with	O	O
the	O	O
enthusiasm	O	O
of	O	O
success	O	O
,	O	O
there	O	O
will	O	O
be	O	O
none	B-PERX	O
to	O	O
participate	O	O
my	B-PERX	O
joy	O	O
;	O	O
if	O	O
I	B-PERX	O
am	O	O
assailed	O	O
by	O	O
disappointment	O	O
,	O	O
no	B-PERX	O
one	I-PERX	O
will	O	O
endeavour	O	O
to	O	O
sustain	O	O
me	O	O
in	O	O
dejection	O	O
.	O	O
I	O	O
shall	O	O
commit	O	O
my	O	O
thoughts	O	O
to	O	O
paper	O	O
,	O	O
it	O	O
is	O	O
true	O	O
;	O	O
but	O	O
that	O	O
is	O	O
a	O	O
poor	O	O
medium	O	O
for	O	O
the	O	O
communication	O	O
of	O	O
feeling	O	O
.	O	O
I	O	O
desire	O	O
the	O	O
company	O	O
of	O	O
a	O	O
man	O	O
who	O	O
could	O	O
sympathize	O	O
with	O	O
me	O	O
,	O	O
whose	O	O
eyes	O	O
would	O	O
reply	O	O
to	O	O
mine	O	O
.	O	O
You	O	O
may	O	O
deem	O	O
me	O	O
romantic	O	O
,	O	O
my	O	O
dear	O	O
sister	O	O
,	O	O
but	O	O
I	O	O
bitterly	O	O
feel	O	O
the	O	O
want	O	O
of	O	O
a	O	O
friend	O	O
.	O	O
I	O	O
have	O	O
no	O	O
one	O	O
near	O	O
me	O	O
,	O	O
gentle	O	O
yet	O	O
courageous	O	O
,	O	O
possessed	O	O
of	O	O
a	O	O
cultivated	O	O
as	O	O
well	O	O
as	O	O
of	O	O
a	O	O
capacious	O	O
mind	O	O
,	O	O
whose	O	O
tastes	O	O
are	O	O
like	O	O
my	O	O
own	O	O
,	O	O
to	O	O
approve	O	O
or	O	O
amend	O	O
my	O	O
plans	O	O
.	O	O
How	O	O
would	O	O
such	O	O
a	O	O
friend	O	O
repair	O	O
the	O	O
faults	O	O
of	O	O
your	O	O
poor	O	O
brother	O	O
!	O	O
I	O	O
am	O	O
too	O	O
ardent	O	O
in	O	O
execution	O	O
and	O	O
too	O	O
impatient	O	O
of	O	O
difficulties	O	O
.	O	O
But	O	O
it	O	O
is	O	O
a	O	O
still	O	O
greater	O	O
evil	O	O
to	O	O
me	O	O
that	O	O
I	O	O
am	O	O
self	O	O
-	O	O
educated	O	O
:	O	O
for	O	O
the	O	O
first	O	O
fourteen	O	O
years	O	O
of	O	O
my	O	O
life	O	O
I	O	O
ran	O	O
wild	O	O
on	O	O
a	O	O
common	O	O
and	O	O
read	O	O
nothing	O	O
but	O	O
our	O	O
Uncle	O	O
Thomas	O	O
'	O	O
books	O	O
of	O	O
voyages	O	O
.	O	O
At	O	O
that	O	O
age	O	O
I	O	O
became	O	O
acquainted	O	O
with	O	O
the	O	O
celebrated	O	O
poets	O	O
of	O	O
our	O	O
own	O	O
country	O	O
;	O	O
but	O	O
it	O	O
was	O	O
only	O	O
when	O	O
it	O	O
had	O	O
ceased	O	O
to	O	O
be	O	O
in	O	O
my	O	O
power	O	O
to	O	O
derive	O	O
its	O	O
most	O	O
important	O	O
benefits	O	O
from	O	O
such	O	O
a	O	O
conviction	O	O
that	O	O
I	O	O
perceived	O	O
the	O	O
necessity	O	O
of	O	O
becoming	O	O
acquainted	O	O
with	O	O
more	O	O
languages	O	O
than	O	O
that	O	O
of	O	O
my	O	O
native	O	O
country	O	O
.	O	O
Now	O	O
I	O	O
am	O	O
twenty	O	O
-	O	O
eight	O	O
and	O	O
am	O	O
in	O	O
reality	O	O
more	O	O
illiterate	O	O
than	O	O
many	O	O
schoolboys	O	O
of	O	O
fifteen	O	O
.	O	O
It	O	O
is	O	O
true	O	O
that	O	O
I	O	O
have	O	O
thought	O	O
more	O	O
and	O	O
that	O	O
my	O	O
daydreams	O	O
are	O	O
more	O	O
extended	O	O
and	O	O
magnificent	O	O
,	O	O
but	O	O
they	O	O
want	O	O
(	O	O
as	O	O
the	O	O
painters	O	O
call	O	O
it	O	O
)	O	O
KEEPING	O	O
;	O	O
and	O	O
I	O	O
greatly	O	O
need	O	O
a	O	O
friend	O	O
who	O	O
would	O	O
have	O	O
sense	O	O
enough	O	O
not	O	O
to	O	O
despise	O	O
me	O	O
as	O	O
romantic	O	O
,	O	O
and	O	O
affection	O	O
enough	O	O
for	O	O
me	O	O
to	O	O
endeavour	O	O
to	O	O
regulate	O	O
my	O	O
mind	O	O
.	O	O
Well	O	O
,	O	O
these	O	O
are	O	O
useless	O	O
complaints	O	O
;	O	O
I	O	O
shall	O	O
certainly	O	O
find	O	O
no	O	O
friend	O	O
on	O	O
the	O	O
wide	O	O
ocean	O	O
,	O	O
nor	O	O
even	O	O
here	O	O
in	O	O
Archangel	O	O
,	O	O
among	O	O
merchants	O	O
and	O	O
seamen	O	O
.	O	O
Yet	O	O
some	O	O
feelings	O	O
,	O	O
unallied	O	O
to	O	O
the	O	O
dross	O	O
of	O	O
human	O	O
nature	O	O
,	O	O
beat	O	O
even	O	O
in	O	O
these	O	O
rugged	O	O
bosoms	O	O
.	O	O
My	O	O
lieutenant	O	O
,	O	O
for	O	O
instance	O	O
,	O	O
is	O	O
a	O	O
man	O	O
of	O	O
wonderful	O	O
courage	O	O
and	O	O
enterprise	O	O
;	O	O
he	O	O
is	O	O
madly	O	O
desirous	O	O
of	O	O
glory	O	O
,	O	O
or	O	O
rather	O	O
,	O	O
to	O	O
word	O	O
my	O	O
phrase	O	O
more	O	O
characteristically	O	O
,	O	O
of	O	O
advancement	O	O
in	O	O
his	O	O
profession	O	O
.	O	O
He	O	O
is	O	O
an	O	O
Englishman	O	O
,	O	O
and	O	O
in	O	O
the	O	O
midst	O	O
of	O	O
national	O	O
and	O	O
professional	O	O
prejudices	O	O
,	O	O
unsoftened	O	O
by	O	O
cultivation	O	O
,	O	O
retains	O	O
some	O	O
of	O	O
the	O	O
noblest	O	O
endowments	O	O
of	O	O
humanity	O	O
.	O	O
I	O	O
first	O	O
became	O	O
acquainted	O	O
with	O	O
him	O	O
on	O	O
board	O	O
a	O	O
whale	O	O
vessel	O	O
;	O	O
finding	O	O
that	O	O
he	O	O
was	O	O
unemployed	O	O
in	O	O
this	O	O
city	O	O
,	O	O
I	O	O
easily	O	O
engaged	O	O
him	O	O
to	O	O
assist	O	O
in	O	O
my	O	O
enterprise	O	O
.	O	O
The	O	O
master	O	O
is	O	O
a	O	O
person	O	O
of	O	O
an	O	O
excellent	O	O
disposition	O	O
and	O	O
is	O	O
remarkable	O	O
in	O	O
the	O	O
ship	O	O
for	O	O
his	O	O
gentleness	O	O
and	O	O
the	O	O
mildness	O	O
of	O	O
his	O	O
discipline	O	O
.	O	O
This	O	O
circumstance	O	O
,	O	O
added	O	O
to	O	O
his	O	O
well	O	O
-	O	O
known	O	O
integrity	O	O
and	O	O
dauntless	O	O
courage	O	O
,	O	O
made	O	O
me	O	O
very	O	O
desirous	O	O
to	O	O
engage	O	O
him	O	O
.	O	O
A	O	O
youth	O	O
passed	O	O
in	O	O
solitude	O	O
,	O	O
my	O	O
best	O	O
years	O	O
spent	O	O
under	O	O
your	O	O
gentle	O	O
and	O	O
feminine	O	O
fosterage	O	O
,	O	O
has	O	O
so	O	O
refined	O	O
the	O	O
groundwork	O	O
of	O	O
my	O	O
character	O	O
that	O	O
I	O	O
can	O	O
not	O	O
overcome	O	O
an	O	O
intense	O	O
distaste	O	O
to	O	O
