original_word	ner	m_ner
A	B-PERX	O
woful	I-PERX	O
lunatic	I-PERX	O
!	O	O
Mulligan	B-PERSON	O
said	O	O
.	O	O
Were	O	O
you	B-PERX	O
in	O	O
a	O	O
funk	O	O
?	O	O
—	O	O
I	B-PERX	O
was	O	O
,	O	O
Stephen	B-PERSON	O
said	O	O
with	O	O
energy	O	O
and	O	O
growing	O	O
fear	O	O
.	O	O
Out	O	O
here	O	O
in	O	O
the	O	O
dark	O	O
with	O	O
a	B-PERX	O
man	I-PERX	O
I	I-PERX	O
do	I-PERX	O
n’t	I-PERX	O
know	I-PERX	O
raving	O	O
and	O	O
moaning	O	O
to	O	O
himself	B-PERX	O
about	O	O
shooting	O	O
a	B-PERX	O
black	I-PERX	O
panther	I-PERX	O
.	O	O
You	B-PERX	O
saved	O	O
men	B-PERX	O
from	O	O
drowning	O	O
.	O	O
I	B-PERX	O
’m	O	O
not	O	O
a	B-PERX	O
hero	I-PERX	O
,	O	O
however	O	O
.	O	O
If	O	O
he	B-PERX	O
stays	O	O
on	O	O
here	O	O
I	B-PERX	O
am	O	O
off	O	O
.	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
frowned	O	O
at	O	O
the	O	O
lather	O	O
on	O	O
his	O	O
razorblade	O	O
.	O	O
He	B-PERX	O
hopped	O	O
down	O	O
from	O	O
his	O	O
perch	O	O
and	O	O
began	O	O
to	O	O
search	O	O
his	O	O
trouser	O	O
pockets	O	O
hastily	O	O
.	O	O
—	O	O
Scutter	O	O
!	O	O
he	B-PERX	O
cried	O	O
thickly	O	O
.	O	O
He	B-PERX	O
came	O	O
over	O	O
to	O	O
the	O	O
gunrest	O	O
and	O	O
,	O	O
thrusting	O	O
a	O	O
hand	O	O
into	O	O
Stephen	B-PERSON	O
’s	O	O
upper	O	O
pocket	O	O
,	O	O
said	O	O
:	O	O
—	O	O
Lend	O	O
us	B-PERX	O
a	O	O
loan	O	O
of	O	O
your	O	O
noserag	O	O
to	O	O
wipe	O	O
my	O	O
razor	O	O
.	O	O
Stephen	B-PERSON	O
suffered	O	O
him	B-PERX	O
to	O	O
pull	O	O
out	O	O
and	O	O
hold	O	O
up	O	O
on	O	O
show	O	O
by	O	O
its	O	O
corner	O	O
a	O	O
dirty	O	O
crumpled	O	O
handkerchief	O	O
.	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
wiped	O	O
the	O	O
razorblade	O	O
neatly	O	O
.	O	O
Then	O	O
,	O	O
gazing	O	O
over	O	O
the	O	O
handkerchief	O	O
,	O	O
he	B-PERX	O
said	O	O
:	O	O
—	O	O
The	O	O
bard	O	O
’s	O	O
noserag	O	O
!	O	O
A	O	O
new	O	O
art	O	O
colour	O	O
for	O	O
our	B-PERX	O
Irish	I-PERX	O
poets	I-PERX	O
:	O	O
snotgreen	O	O
.	O	O
You	B-PERX	O
can	O	O
almost	O	O
taste	O	O
it	O	O
,	O	O
ca	O	O
n’t	O	O
you	B-PERX	O
?	O	O
He	B-PERX	O
mounted	O	O
to	O	O
the	O	O
parapet	O	O
again	O	O
and	O	O
gazed	O	O
out	O	O
over	O	O
Dublin	O	O
bay	O	O
,	O	O
his	O	O
fair	O	O
oakpale	O	O
hair	O	O
stirring	O	O
slightly	O	O
.	O	O
—	O	O
God	O	O
!	O	O
he	B-PERX	O
said	O	O
quietly	O	O
.	O	O
Is	O	O
n’t	O	O
the	O	O
sea	O	O
what	O	O
Algy	B-PERSON	O
calls	O	O
it	O	O
:	O	O
a	O	O
great	O	O
sweet	O	O
mother	O	O
?	O	O
The	O	O
snotgreen	O	O
sea	O	O
.	O	O
The	O	O
scrotumtightening	O	O
sea	O	O
.	O	O
Epi	O	O
oinopa	O	O
ponton	O	O
.	O	O
Ah	O	O
,	O	O
Dedalus	B-PERSON	O
,	O	O
the	B-PERX	O
Greeks	I-PERX	O
!	O	O
I	B-PERX	O
must	O	O
teach	O	O
you	B-PERX	O
.	O	O
You	B-PERX	O
must	O	O
read	O	O
them	B-PERX	O
in	O	O
the	O	O
original	O	O
.	O	O
Thalatta	O	O
!	O	O
Thalatta	O	O
!	O	O
She	O	O
is	O	O
our	O	O
great	O	O
sweet	O	O
mother	O	O
.	O	O
Come	O	O
and	O	O
look	O	O
.	O	O
Stephen	B-PERSON	O
stood	O	O
up	O	O
and	O	O
went	O	O
over	O	O
to	O	O
the	O	O
parapet	O	O
.	O	O
Leaning	O	O
on	O	O
it	O	O
he	B-PERX	O
looked	O	O
down	O	O
on	O	O
the	O	O
water	O	O
and	O	O
on	O	O
the	O	O
mailboat	O	O
clearing	O	O
the	O	O
harbourmouth	O	O
of	O	O
Kingstown	O	O
.	O	O
—	O	O
Our	B-PERX	O
mighty	O	O
mother	O	O
!	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
said	O	O
.	O	O
He	B-PERX	O
turned	O	O
abruptly	O	O
his	O	O
grey	O	O
searching	O	O
eyes	O	O
from	O	O
the	O	O
sea	O	O
to	O	O
Stephen	B-PERSON	O
’s	O	O
face	O	O
.	O	O
—	O	O
The	B-PERX	O
aunt	I-PERX	O
thinks	O	O
you	B-PERX	O
killed	O	O
your	B-PERX	O
mother	I-PERX	O
,	O	O
he	B-PERX	O
said	O	O
.	O	O
That	O	O
’s	O	O
why	O	O
she	B-PERX	O
wo	O	O
n’t	O	O
let	O	O
me	B-PERX	O
have	O	O
anything	O	O
to	O	O
do	O	O
with	O	O
you	B-PERX	O
.	O	O
—	O	O
Someone	B-PERX	O
killed	O	O
her	B-PERX	O
,	O	O
Stephen	B-PERSON	O
said	O	O
gloomily	O	O
.	O	O
—	O	O
You	B-PERX	O
could	O	O
have	O	O
knelt	O	O
down	O	O
,	O	O
damn	O	O
it	O	O
,	O	O
Kinch	B-PERSON	O
,	O	O
when	O	O
your	B-PERX	O
dying	I-PERX	O
mother	I-PERX	O
asked	O	O
you	B-PERX	O
,	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
said	O	O
.	O	O
I	B-PERX	O
’m	O	O
hyperborean	B-PERX	O
as	O	O
much	O	O
as	O	O
you	B-PERX	O
.	O	O
But	O	O
to	O	O
think	O	O
of	O	O
your	B-PERX	O
mother	I-PERX	O
begging	O	O
you	B-PERX	O
with	O	O
her	O	O
last	O	O
breath	O	O
to	O	O
kneel	O	O
down	O	O
and	O	O
pray	O	O
for	O	O
her	B-PERX	O
.	O	O
And	O	O
you	B-PERX	O
refused	O	O
.	O	O
There	O	O
is	O	O
something	O	O
sinister	O	O
in	O	O
you	B-PERX	O
...	O	O
He	B-PERX	O
broke	O	O
off	O	O
and	O	O
lathered	O	O
again	O	O
lightly	O	O
his	O	O
farther	O	O
cheek	O	O
.	O	O
A	O	O
tolerant	O	O
smile	O	O
curled	O	O
his	O	O
lips	O	O
.	O	O
—	O	O
But	O	O
a	B-PERX	O
lovely	I-PERX	O
mummer	I-PERX	O
!	O	O
he	B-PERX	O
murmured	O	O
to	O	O
himself	B-PERX	O
.	O	O
Kinch	B-PERX	B-PERSON
,	I-PERX	O
the	I-PERX	O
loveliest	I-PERX	O
mummer	I-PERX	O
of	I-PERX	O
them	I-PERX	O
all	I-PERX	O
!	O	O
He	B-PERX	O
shaved	O	O
evenly	O	O
and	O	O
with	O	O
care	O	O
,	O	O
in	O	O
silence	O	O
,	O	O
seriously	O	O
.	O	O
Stephen	B-PERSON	O
,	O	O
an	O	O
elbow	O	O
rested	O	O
on	O	O
the	O	O
jagged	O	O
granite	O	O
,	O	O
leaned	O	O
his	O	O
palm	O	O
against	O	O
his	O	O
brow	O	O
and	O	O
gazed	O	O
at	O	O
the	O	O
fraying	O	O
edge	O	O
of	O	O
his	O	O
shiny	O	O
black	O	O
coat	O	O
-	O	O
sleeve	O	O
.	O	O
Pain	O	O
,	O	O
that	O	O
was	O	O
not	O	O
yet	O	O
the	O	O
pain	O	O
of	O	O
love	O	O
,	O	O
fretted	O	O
his	O	O
heart	O	O
.	O	O
Silently	O	O
,	O	O
in	O	O
a	O	O
dream	O	O
she	B-PERX	O
had	O	O
come	O	O
to	O	O
him	B-PERX	O
after	O	O
her	O	O
death	O	O
,	O	O
her	O	O
wasted	O	O
body	O	O
within	O	O
its	O	O
loose	O	O
brown	O	O
graveclothes	O	O
giving	O	O
off	O	O
an	O	O
odour	O	O
of	O	O
wax	O	O
and	O	O
rosewood	O	O
,	O	O
her	O	O
breath	O	O
,	O	O
that	O	O
had	O	O
bent	O	O
upon	O	O
him	B-PERX	O
,	O	O
mute	O	O
,	O	O
reproachful	O	O
,	O	O
a	O	O
faint	O	O
odour	O	O
of	O	O
wetted	O	O
ashes	O	O
.	O	O
Across	O	O
the	O	O
threadbare	O	O
cuffedge	O	O
he	B-PERX	O
saw	O	O
the	O	O
sea	O	O
hailed	O	O
as	O	O
a	O	O
great	O	O
sweet	O	O
mother	O	O
by	O	O
the	O	O
wellfed	O	O
voice	O	O
beside	O	O
him	B-PERX	O
.	O	O
The	O	O
ring	O	O
of	O	O
bay	O	O
and	O	O
skyline	O	O
held	O	O
a	O	O
dull	O	O
green	O	O
mass	O	O
of	O	O
liquid	O	O
.	O	O
A	O	O
bowl	O	O
of	O	O
white	O	O
china	O	O
had	O	O
stood	O	O
beside	O	O
her	O	O
deathbed	O	O
holding	O	O
the	O	O
green	O	O
sluggish	O	O
bile	O	O
which	O	O
she	B-PERX	O
had	O	O
torn	O	O
up	O	O
from	O	O
her	O	O
rotting	O	O
liver	O	O
by	O	O
fits	O	O
of	O	O
loud	O	O
groaning	O	O
vomiting	O	O
.	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
wiped	O	O
again	O	O
his	O	O
razorblade	O	O
.	O	O
—	O	O
Ah	O	O
,	O	O
poor	B-PERX	O
dogsbody	I-PERX	O
!	O	O
he	B-PERX	O
said	O	O
in	O	O
a	O	O
kind	O	O
voice	O	O
.	O	O
I	B-PERX	O
must	O	O
give	O	O
you	B-PERX	O
a	O	O
shirt	O	O
and	O	O
a	O	O
few	O	O
noserags	O	O
.	O	O
How	O	O
are	O	O
the	O	O
secondhand	O	O
breeks	O	O
?	O	O
—	O	O
They	O	O
fit	O	O
well	O	O
enough	O	O
,	O	O
Stephen	B-PERSON	O
answered	O	O
.	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
attacked	O	O
the	O	O
hollow	O	O
beneath	O	O
his	O	O
underlip	O	O
.	O	O
—	O	O
The	O	O
mockery	O	O
of	O	O
it	O	O
,	O	O
he	B-PERX	O
said	O	O
contentedly	O	O
.	O	O
Secondleg	O	O
they	B-PERX	O
should	O	O
be	O	O
.	O	O
God	B-PERSON	O
knows	O	O
what	O	O
poxy	O	O
bowsy	O	O
left	O	O
them	B-PERX	O
off	O	O
.	O	O
I	B-PERX	O
have	O	O
a	O	O
lovely	O	O
pair	O	O
with	O	O
a	O	O
hair	O	O
stripe	O	O
,	O	O
grey	O	O
.	O	O
You	B-PERX	O
’ll	O	O
look	O	O
spiffing	O	O
in	O	O
them	O	O
.	O	O
I	B-PERX	O
’m	O	O
not	O	O
joking	O	O
,	O	O
Kinch	B-PERSON	O
.	O	O
You	B-PERX	O
look	O	O
damn	O	O
well	O	O
when	O	O
you	B-PERX	O
’re	O	O
dressed	O	O
.	O	O
—	O	O
Thanks	O	O
,	O	O
Stephen	B-PERSON	O
said	O	O
.	O	O
I	B-PERX	O
ca	O	O
n’t	O	O
wear	O	O
them	O	O
if	O	O
they	O	O
are	O	O
grey	O	O
.	O	O
—	O	O
He	B-PERX	O
ca	O	O
n’t	O	O
wear	O	O
them	O	O
,	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
told	O	O
his	O	O
face	O	O
in	O	O
the	O	O
mirror	O	O
.	O	O
Etiquette	O	O
is	O	O
etiquette	O	O
.	O	O
He	B-PERX	O
kills	O	O
his	B-PERX	O
mother	O	O
but	O	O
he	B-PERX	O
ca	O	O
n’t	O	O
wear	O	O
grey	O	O
trousers	O	O
.	O	O
He	B-PERX	O
folded	O	O
his	O	O
razor	O	O
neatly	O	O
and	O	O
with	O	O
stroking	O	O
palps	O	O
of	O	O
fingers	O	O
felt	O	O
the	O	O
smooth	O	O
skin	O	O
.	O	O
Stephen	B-PERSON	O
turned	O	O
his	O	O
gaze	O	O
from	O	O
the	O	O
sea	O	O
and	O	O
to	O	O
the	O	O
plump	O	O
face	O	O
with	O	O
its	O	O
smokeblue	O	O
mobile	O	O
eyes	O	O
.	O	O
—	O	O
That	B-PERX	O
fellow	I-PERX	O
I	B-PERX	O
was	O	O
with	O	O
in	O	O
the	O	O
Ship	O	O
last	O	O
night	O	O
,	O	O
said	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
,	O	O
says	O	O
you	B-PERX	O
have	O	O
g.	O	O
p.	O	O
i.	O	O
He	B-PERX	O
’s	O	O
up	O	O
in	O	O
Dottyville	O	O
with	O	O
Connolly	B-PERSON	O
Norman	I-PERSON	O
.	O	O
General	O	O
paralysis	O	O
of	O	O
the	B-PERX	O
insane	I-PERX	O
!	O	O
He	B-PERX	O
swept	O	O
the	O	O
mirror	O	O
a	O	O
half	O	O
circle	O	O
in	O	O
the	O	O
air	O	O
to	O	O
flash	O	O
the	O	O
tidings	O	O
abroad	O	O
in	O	O
sunlight	O	O
now	O	O
radiant	O	O
on	O	O
the	O	O
sea	O	O
.	O	O
His	O	O
curling	O	O
shaven	O	O
lips	O	O
laughed	O	O
and	O	O
the	O	O
edges	O	O
of	O	O
his	O	O
white	O	O
glittering	O	O
teeth	O	O
.	O	O
Laughter	O	O
seized	O	O
all	O	O
his	O	O
strong	O	O
wellknit	O	O
trunk	O	O
.	O	O
—	O	O
Look	O	O
at	O	O
yourself	B-PERX	O
,	O	O
he	B-PERX	O
said	O	O
,	O	O
you	B-PERX	O
dreadful	I-PERX	O
bard	I-PERX	O
!	O	O
Stephen	B-PERSON	O
bent	O	O
forward	O	O
and	O	O
peered	O	O
at	O	O
the	O	O
mirror	O	O
held	O	O
out	O	O
to	O	O
him	B-PERX	O
,	O	O
cleft	O	O
by	O	O
a	O	O
crooked	O	O
crack	O	O
.	O	O
Hair	O	O
on	O	O
end	O	O
.	O	O
As	O	O
he	B-PERX	O
and	O	O
others	B-PERX	O
see	O	O
me	B-PERX	O
.	O	O
Who	B-PERX	O
chose	O	O
this	O	O
face	O	O
for	O	O
me	B-PERX	O
?	O	O
This	O	O
dogsbody	O	O
to	O	O
rid	O	O
of	O	O
vermin	O	O
.	O	O
It	O	O
asks	O	O
me	B-PERX	O
too	O	O
.	O	O
—	O	O
I	B-PERX	O
pinched	O	O
it	O	O
out	O	O
of	O	O
the	O	O
skivvy	B-PERX	O
’s	O	O
room	O	O
,	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
said	O	O
.	O	O
It	O	O
does	O	O
her	B-PERX	O
all	O	O
right	O	O
.	O	O
The	B-PERX	O
aunt	I-PERX	O
always	O	O
keeps	O	O
plainlooking	B-PERX	O
servants	I-PERX	O
for	O	O
Malachi	B-PERSON	O
.	O	O
Lead	O	O
him	B-PERX	O
not	O	O
into	O	O
temptation	O	O
.	O	O
And	O	O
her	O	O
name	O	O
is	O	O
Ursula	B-PERSON	O
.	O	O
Laughing	O	O
again	O	O
,	O	O
he	B-PERX	O
brought	O	O
the	O	O
mirror	O	O
away	O	O
from	O	O
Stephen	B-PERSON	O
’s	O	O
peering	O	O
eyes	O	O
.	O	O
—	O	O
The	O	O
rage	O	O
of	O	O
Caliban	O	O
at	O	O
not	O	O
seeing	O	O
his	O	O
face	O	O
in	O	O
a	O	O
mirror	O	O
,	O	O
he	B-PERX	O
said	O	O
.	O	O
If	O	O
Wilde	B-PERX	O
were	O	O
only	O	O
alive	O	O
to	O	O
see	O	O
you	B-PERX	O
!	O	O
Drawing	O	O
back	O	O
and	O	O
pointing	O	O
,	O	O
Stephen	B-PERSON	O
said	O	O
with	O	O
bitterness	O	O
:	O	O
—	O	O
It	O	O
is	O	O
a	O	O
symbol	O	O
of	O	O
Irish	O	O
art	O	O
.	O	O
The	O	O
cracked	O	O
lookingglass	O	O
of	O	O
a	B-PERX	O
servant	I-PERX	O
.	O	O
Buck	B-PERSON	O
Mulligan	I-PERSON	O
suddenly	O	O
linked	O	O
his	O	O
arm	O	O
in	O	O
Stephen	B-PERSON	O
’s	O	O
and	O	O
walked	O	O
with	O	O
him	B-PERX	O
round	O	O
the	O	O
tower	O	O
,	O	O
his	O	O
razor	O	O
and	O	O
mirror	O	O
clacking	O	O
in	O	O
the	O	O
pocket	O	O
where	O	O
he	B-PERX	O
had	O	O
thrust	O	O
them	O	O
.	O	O
—	O	O
It	O	O
’s	O	O
not	O	O
fair	O	O
to	O	O
tease	O	O
you	B-PERX	O
like	O	O
that	O	O
,	O	O
Kinch	B-PERSON	O
,	O	O
is	O	O
it	O	O
?	O	O
he	B-PERX	O
said	O	O
kindly	O	O
.	O	O
God	B-PERX	O
knows	O	O
you	B-PERX	O
have	O	O
more	O	O
spirit	O	O
than	O	O
any	B-PERX	O
of	I-PERX	O
them	I-PERX	O
.	O	O
Parried	O	O
again	O	O
.	O	O
He	B-PERX	O
fears	O	O
the	O	O
lancet	O	O
of	O	O
my	O	O
art	O	O
as	O	O
I	B-PERX	O
fear	O	O
that	O	O
of	O	O
his	O	O
.	O	O
The	O	O
cold	O	O
steel	O	O
pen	O	O
.	O	O
—	O	O
Cracked	O	O
lookingglass	O	O
of	O	O
a	B-PERX	O
servant	I-PERX	O
!	O	O
Tell	O	O
that	O	O
to	O	O
the	B-PERX	O
oxy	I-PERX	O
chap	I-PERX	O
downstairs	O	O
and	O	O
touch	O	O
him	B-PERX	O
for	O	O
a	O	O
guinea	O	O
.	O	O
He	B-PERX	O
’s	O	O
stinking	O	O
with	O	O
money	O	O
