original_word	ner	m_ner
It	O	O
's	O	O
all	O	O
over	O	O
,	O	O
Mrs.	O	O
Thingummy	B-PERSON	O
!	O	O
'	O	O
said	O	O
the	B-PERX	O
surgeon	I-PERX	O
at	O	O
last	O	O
.	O	O
'	O	O
Ah	O	O
,	O	O
poor	O	O
dear	O	O
,	O	O
so	O	O
it	O	O
is	O	O
!	O	O
'	O	O
said	O	O
the	B-PERX	O
nurse	I-PERX	O
,	O	O
picking	O	O
up	O	O
the	O	O
cork	O	O
of	O	O
the	O	O
green	O	O
bottle	O	O
,	O	O
which	O	O
had	O	O
fallen	O	O
out	O	O
on	O	O
the	O	O
pillow	O	O
,	O	O
as	O	O
she	B-PERX	O
stooped	O	O
to	O	O
take	O	O
up	O	O
the	B-PERX	O
child	I-PERX	O
.	O	O
'	O	O
Poor	O	O
dear	O	O
!	O	O
'	O	O
'	O	O
You	B-PERX	O
need	O	O
n't	O	O
mind	O	O
sending	O	O
up	O	O
to	O	O
me	B-PERX	O
,	O	O
if	O	O
the	B-PERX	O
child	I-PERX	O
cries	O	O
,	O	O
nurse	B-PERX	O
,	O	O
'	O	O
said	O	O
the	B-PERX	O
surgeon	I-PERX	O
,	O	O
putting	O	O
on	O	O
his	B-PERX	O
gloves	O	O
with	O	O
great	O	O
deliberation	O	O
.	O	O
'	O	O
It	O	O
's	O	O
very	O	O
likely	O	O
it	B-PERX	O
_	O	O
will	O	O
_	O	O
be	O	O
troublesome	O	O
.	O	O
Give	O	O
it	B-PERX	O
a	O	O
little	O	O
gruel	O	O
if	O	O
it	O	O
is	O	O
.	O	O
'	O	O
He	B-PERX	O
put	O	O
on	O	O
his	B-PERX	O
hat	O	O
,	O	O
and	O	O
,	O	O
pausing	O	O
by	O	O
the	O	O
bed	O	O
-	O	O
side	O	O
on	O	O
his	B-PERX	O
way	O	O
to	O	O
the	O	O
door	O	O
,	O	O
added	O	O
,	O	O
'	O	O
She	B-PERX	O
was	O	O
a	B-PERX	O
good	I-PERX	O
-	I-PERX	O
looking	I-PERX	O
girl	I-PERX	O
,	O	O
too	O	O
;	O	O
where	O	O
did	O	O
she	B-PERX	O
come	O	O
from	O	O
?	O	O
'	O	O
'	O	O
She	B-PERX	O
was	O	O
brought	O	O
here	O	O
last	O	O
night	O	O
,	O	O
'	O	O
replied	O	O
the	B-PERX	O
old	I-PERX	O
woman	I-PERX	O
,	O	O
'	O	O
by	O	O
the	B-PERX	O
overseer	I-PERX	O
's	O	O
order	O	O
.	O	O
She	B-PERX	O
was	O	O
found	O	O
lying	O	O
in	O	O
the	O	O
street	O	O
.	O	O
She	B-PERX	O
had	O	O
walked	O	O
some	O	O
distance	O	O
,	O	O
for	O	O
her	B-PERX	O
shoes	O	O
were	O	O
worn	O	O
to	O	O
pieces	O	O
;	O	O
but	O	O
where	O	O
she	B-PERX	O
came	O	O
from	O	O
,	O	O
or	O	O
where	O	O
she	B-PERX	O
was	O	O
going	O	O
to	O	O
,	O	O
nobody	O	O
knows	O	O
.	O	O
'	O	O
The	B-PERX	O
surgeon	I-PERX	O
leaned	O	O
over	O	O
the	O	O
body	O	O
,	O	O
and	O	O
raised	O	O
the	O	O
left	O	O
hand	O	O
.	O	O
'	O	O
The	O	O
old	O	O
story	O	O
,	O	O
'	O	O
he	B-PERX	O
said	O	O
,	O	O
shaking	O	O
his	B-PERX	O
head	O	O
:	O	O
'	O	O
no	O	O
wedding	O	O
-	O	O
ring	O	O
,	O	O
I	O	O
see	O	O
.	O	O
Ah	O	O
!	O	O
Good	O	O
-	O	O
night	O	O
!	O	O
'	O	O
The	B-PERX	O
medical	I-PERX	O
gentleman	I-PERX	O
walked	O	O
away	O	O
to	O	O
dinner	O	O
;	O	O
and	O	O
the	B-PERX	O
nurse	I-PERX	O
,	O	O
having	O	O
once	O	O
more	O	O
applied	O	O
herself	B-PERX	O
to	O	O
the	O	O
green	O	O
bottle	O	O
,	O	O
sat	O	O
down	O	O
on	O	O
a	O	O
low	O	O
chair	O	O
before	O	O
the	O	O
fire	O	O
,	O	O
and	O	O
proceeded	O	O
to	O	O
dress	O	O
the	B-PERX	O
infant	I-PERX	O
.	O	O
What	O	O
an	O	O
excellent	O	O
example	O	O
of	O	O
the	O	O
power	O	O
of	O	O
dress	O	O
,	O	O
young	O	O
Oliver	B-PERSON	O
Twist	I-PERSON	O
was	O	O
!	O	O
Wrapped	O	O
in	O	O
the	O	O
blanket	O	O
which	O	O
had	O	O
hitherto	O	O
formed	O	O
his	B-PERX	O
only	O	O
covering	O	O
,	O	O
he	B-PERX	O
might	O	O
have	O	O
been	O	O
the	B-PERX	O
child	I-PERX	O
of	I-PERX	O
a	I-PERX	O
nobleman	I-PERX	O
or	I-PERX	O
a	I-PERX	O
beggar	I-PERX	O
;	O	O
it	O	O
would	O	O
have	O	O
been	O	O
hard	O	O
for	O	O
the	B-PERX	O
haughtiest	I-PERX	O
stranger	I-PERX	O
to	O	O
have	O	O
assigned	O	O
him	B-PERX	O
his	B-PERX	O
proper	O	O
station	O	O
in	O	O
society	O	O
.	O	O
But	O	O
now	O	O
that	O	O
he	B-PERX	O
was	O	O
enveloped	O	O
in	O	O
the	O	O
old	O	O
calico	O	O
robes	O	O
which	O	O
had	O	O
grown	O	O
yellow	O	O
in	O	O
the	O	O
same	O	O
service	O	O
,	O	O
he	B-PERX	O
was	O	O
badged	O	O
and	O	O
ticketed	O	O
,	O	O
and	O	O
fell	O	O
into	O	O
his	B-PERX	O
place	O	O
at	O	O
once	O	O
--	O	O
a	B-PERX	O
parish	I-PERX	O
child	I-PERX	O
--	O	O
the	I-PERX	O
orphan	I-PERX	O
of	I-PERX	O
a	I-PERX	O
workhouse	I-PERX	O
--	O	O
the	I-PERX	O
humble	I-PERX	O
,	I-PERX	O
half	I-PERX	O
-	I-PERX	O
starved	I-PERX	O
drudge	I-PERX	O
--	O	O
to	O	O
be	O	O
cuffed	O	O
and	O	O
buffeted	O	O
through	O	O
the	O	O
world	O	O
--	O	O
despised	O	O
by	O	O
all	B-PERX	O
,	O	O
and	O	O
pitied	O	O
by	O	O
none	B-PERX	O
.	O	O
Oliver	B-PERSON	O
cried	O	O
lustily	O	O
.	O	O
If	O	O
he	B-PERX	O
could	O	O
have	O	O
known	O	O
that	O	O
he	B-PERX	O
was	O	O
an	B-PERX	O
orphan	I-PERX	O
,	O	O
left	O	O
to	O	O
the	O	O
tender	O	O
mercies	O	O
of	O	O
church	B-PERX	O
-	I-PERX	O
wardens	I-PERX	O
and	O	O
overseers	B-PERX	O
,	O	O
perhaps	O	O
he	B-PERX	O
would	O	O
have	O	O
cried	O	O
the	O	O
louder	O	O
.	O	O
CHAPTER	O	O
II	O	O
TREATS	O	O
OF	O	O
OLIVER	B-PERSON	O
TWIST	I-PERSON	O
'S	O	O
GROWTH	O	O
,	O	O
EDUCATION	O	O
,	O	O
AND	O	O
BOARD	O	O
For	O	O
the	O	O
next	O	O
eight	O	O
or	O	O
ten	O	O
months	O	O
,	O	O
Oliver	B-PERSON	O
was	O	O
the	O	O
victim	O	O
of	O	O
a	O	O
systematic	O	O
course	O	O
of	O	O
treachery	O	O
and	O	O
deception	O	O
.	O	O
He	B-PERX	O
was	O	O
brought	O	O
up	O	O
by	O	O
hand	O	O
.	O	O
The	O	O
hungry	O	O
and	O	O
destitute	O	O
situation	O	O
of	O	O
the	B-PERX	O
infant	I-PERX	O
orphan	I-PERX	O
was	O	O
duly	O	O
reported	O	O
by	O	O
the	B-PERX	O
workhouse	I-PERX	O
authorities	I-PERX	O
to	O	O
the	B-PERX	O
parish	I-PERX	O
authorities	I-PERX	O
.	O	O
The	B-PERX	O
parish	I-PERX	O
authorities	I-PERX	O
inquired	O	O
with	O	O
dignity	O	O
of	O	O
the	B-PERX	O
workhouse	I-PERX	O
authorities	I-PERX	O
,	O	O
whether	O	O
there	O	O
was	O	O
no	O	O
female	B-PERX	O
then	O	O
domiciled	O	O
in	O	O
'	O	O
the	O	O
house	O	O
'	O	O
who	O	O
was	O	O
in	O	O
a	O	O
situation	O	O
to	O	O
impart	O	O
to	O	O
Oliver	B-PERSON	O
Twist	I-PERSON	O
,	O	O
the	O	O
consolation	O	O
and	O	O
nourishment	O	O
of	O	O
which	O	O
he	B-PERX	O
stood	O	O
in	O	O
need	O	O
.	O	O
The	B-PERX	O
workhouse	I-PERX	O
authorities	I-PERX	O
replied	O	O
with	O	O
humility	O	O
,	O	O
that	O	O
there	O	O
was	O	O
not	O	O
.	O	O
Upon	O	O
this	O	O
,	O	O
the	B-PERX	O
parish	I-PERX	O
authorities	I-PERX	O
magnanimously	O	O
and	O	O
humanely	O	O
resolved	O	O
,	O	O
that	O	O
Oliver	B-PERSON	O
should	O	O
be	O	O
'	O	O
farmed	O	O
,	O	O
'	O	O
or	O	O
,	O	O
in	O	O
other	O	O
words	O	O
,	O	O
that	O	O
he	B-PERX	O
should	O	O
be	O	O
dispatched	O	O
to	O	O
a	O	O
branch	O	O
-	O	O
workhouse	O	O
some	O	O
three	O	O
miles	O	O
off	O	O
,	O	O
where	O	O
twenty	O	O
or	O	O
thirty	O	O
other	O	O
juvenile	B-PERX	O
offenders	I-PERX	O
against	O	O
the	O	O
poor	O	O
-	O	O
laws	O	O
,	O	O
rolled	O	O
about	O	O
the	O	O
floor	O	O
all	O	O
day	O	O
,	O	O
without	O	O
the	O	O
inconvenience	O	O
of	O	O
too	O	O
much	O	O
food	O	O
or	O	O
too	O	O
much	O	O
clothing	O	O
,	O	O
under	O	O
the	O	O
parental	O	O
superintendence	O	O
of	O	O
an	B-PERX	O
elderly	I-PERX	O
female	I-PERX	O
,	O	O
who	O	O
received	O	O
the	O	O
culprits	O	O
at	O	O
and	O	O
for	O	O
the	O	O
consideration	O	O
of	O	O
sevenpence	O	O
-	O	O
halfpenny	O	O
per	O	O
small	O	O
head	O	O
per	O	O
week	O	O
.	O	O
Sevenpence	O	O
-	O	O
halfpenny	O	O
's	O	O
worth	O	O
per	O	O
week	O	O
is	O	O
a	O	O
good	O	O
round	O	O
diet	O	O
for	O	O
a	B-PERX	O
child	I-PERX	O
;	O	O
a	O	O
great	O	O
deal	O	O
may	O	O
be	O	O
got	O	O
for	O	O
sevenpence	O	O
-	O	O
halfpenny	O	O
,	O	O
quite	O	O
enough	O	O
to	O	O
overload	O	O
its	B-PERX	O
stomach	O	O
,	O	O
and	O	O
make	O	O
it	O	O
uncomfortable	O	O
.	O	O
The	B-PERX	O
elderly	I-PERX	O
female	I-PERX	O
was	O	O
a	B-PERX	O
woman	I-PERX	O
of	I-PERX	O
wisdom	I-PERX	O
and	I-PERX	O
experience	I-PERX	O
;	O	O
she	B-PERX	O
knew	O	O
what	O	O
was	O	O
good	O	O
for	O	O
children	B-PERX	O
;	O	O
and	O	O
she	B-PERX	O
had	O	O
a	O	O
very	O	O
accurate	O	O
perception	O	O
of	O	O
what	O	O
was	O	O
good	O	O
for	O	O
herself	B-PERX	O
.	O	O
So	O	O
,	O	O
she	B-PERX	O
appropriated	O	O
the	O	O
greater	O	O
part	O	O
of	O	O
the	O	O
weekly	O	O
stipend	O	O
to	O	O
her	B-PERX	O
own	O	O
use	O	O
,	O	O
and	O	O
consigned	O	O
the	B-PERX	O
rising	I-PERX	O
parochial	I-PERX	O
generation	I-PERX	O
to	O	O
even	O	O
a	O	O
shorter	O	O
allowance	O	O
than	O	O
was	O	O
originally	O	O
provided	O	O
for	O	O
them	B-PERX	O
.	O	O
Thereby	O	O
finding	O	O
in	O	O
the	O	O
lowest	O	O
depth	O	O
a	O	O
deeper	O	O
still	O	O
;	O	O
and	O	O
proving	O	O
herself	B-PERX	O
a	B-PERX	O
very	I-PERX	O
great	I-PERX	O
experimental	I-PERX	O
philosopher	I-PERX	O
.	O	O
Everybody	B-PERX	O
knows	O	O
the	O	O
story	O	O
of	O	O
another	B-PERX	O
experimental	I-PERX	O
philosopher	I-PERX	O
who	O	O
had	O	O
a	O	O
great	O	O
theory	O	O
about	O	O
a	O	O
horse	O	O
being	O	O
able	O	O
to	O	O
live	O	O
without	O	O
eating	O	O
,	O	O
and	O	O
who	O	O
demonstrated	O	O
it	O	O
so	O	O
well	O	O
,	O	O
that	O	O
he	B-PERX	O
had	O	O
got	O	O
his	B-PERX	O
own	O	O
horse	O	O
down	O	O
to	O	O
a	O	O
straw	O	O
a	O	O
day	O	O
,	O	O
and	O	O
would	O	O
unquestionably	O	O
have	O	O
rendered	O	O
him	B-PERX	O
a	O	O
very	O	O
spirited	O	O
and	O	O
rampacious	O	O
animal	O	O
on	O	O
nothing	O	O
at	O	O
all	O	O
,	O	O
if	O	O
he	B-PERX	O
had	O	O
not	O	O
died	O	O
,	O	O
four	O	O
-	O	O
and	O	O
-	O	O
twenty	O	O
hours	O	O
before	O	O
he	B-PERX	O
was	O	O
to	O	O
have	O	O
had	O	O
his	O	O
first	O	O
comfortable	O	O
bait	O	O
of	O	O
air	O	O
.	O	O
Unfortunately	O	O
for	O	O
,	O	O
the	O	O
experimental	O	O
philosophy	O	O
of	O	O
the	B-PERX	O
female	I-PERX	O
to	I-PERX	O
whose	I-PERX	O
protecting	I-PERX	O
care	I-PERX	O
Oliver	I-PERX	B-PERSON
Twist	I-PERX	I-PERSON
was	I-PERX	O
delivered	I-PERX	O
over	I-PERX	O
,	O	O
a	O	O
similar	O	O
result	O	O
usually	O	O
attended	O	O
the	O	O
operation	O	O
of	O	O
_	O	O
her	B-PERX	O
_	O	O
system	O	O
;	O	O
for	O	O
at	O	O
the	O	O
very	O	O
moment	O	O
when	O	O
the	B-PERX	O
child	I-PERX	O
had	O	O
contrived	O	O
to	O	O
exist	O	O
upon	O	O
the	O	O
smallest	O	O
possible	O	O
portion	O	O
of	O	O
the	O	O
weakest	O	O
possible	O	O
food	O	O
,	O	O
it	B-PERX	O
did	O	O
perversely	O	O
happen	O	O
in	O	O
eight	O	O
and	O	O
a	O	O
half	O	O
cases	O	O
out	O	O
of	O	O
ten	O	O
,	O	O
either	O	O
that	O	O
it	B-PERX	O
sickened	O	O
from	O	O
want	O	O
and	O	O
cold	O	O
,	O	O
or	O	O
fell	O	O
into	O	O
the	O	O
fire	O	O
from	O	O
neglect	O	O
,	O	O
or	O	O
got	O	O
half	O	O
-	O	O
smothered	O	O
by	O	O
accident	O	O
;	O	O
in	O	O
any	O	O
one	O	O
of	O	O
which	O	O
cases	O	O
,	O	O
the	B-PERX	O
miserable	I-PERX	O
little	I-PERX	O
being	I-PERX	O
was	O	O
usually	O	O
summoned	O	O
into	O	O
another	O	O
world	O	O
,	O	O
and	O	O
there	O	O
gathered	O	O
to	O	O
the	B-PERX	O
fathers	I-PERX	O
it	I-PERX	O
had	I-PERX	O
never	I-PERX	O
known	I-PERX	O
in	O	O
this	O	O
.	O	O
Occasionally	O	O
,	O	O
when	O	O
there	O	O
was	O	O
some	O	O
more	O	O
than	O	O
usually	O	O
interesting	O	O
inquest	O	O
upon	O	O
a	B-PERX	O
parish	I-PERX	O
child	I-PERX	O
who	O	O
had	O	O
been	O	O
overlooked	O	O
in	O	O
turning	O	O
up	O	O
a	O	O
bedstead	O	O
,	O	O
or	O	O
inadvertently	O	O
scalded	O	O
to	O	O
death	O	O
when	O	O
there	O	O
happened	O	O
to	O	O
be	O	O
a	O	O
washing	O	O
--	O	O
though	O	O
the	O	O
latter	O	O
accident	O	O
was	O	O
very	O	O
scarce	O	O
,	O	O
anything	O	O
approaching	O	O
to	O	O
a	O	O
washing	O	O
being	O	O
of	O	O
rare	O	O
occurrence	O	O
in	O	O
the	O	O
farm	O	O
--	O	O
the	B-PERX	O
jury	I-PERX	O
would	O	O
take	O	O
it	O	O
into	O	O
their	B-PERX	O
heads	O	O
to	O	O
ask	O	O
troublesome	O	O
questions	O	O
,	O	O
or	O	O
the	B-PERX	O
parishioners	I-PERX	O
would	O	O
rebelliously	O	O
affix	O	O
their	B-PERX	O
signatures	O	O
to	O	O
a	O	O
remonstrance	O	O
.	O	O
But	O	O
these	O	O
impertinences	O	O
were	O	O
speedily	O	O
checked	O	O
by	O	O
the	O	O
evidence	O	O
of	O	O
the	B-PERX	O
surgeon	I-PERX	O
,	O	O
and	O	O
the	O	O
testimony	O	O
of	O	O
the	B-PERX	O
beadle	I-PERX	O
;	O	O
the	O	O
former	O	O
of	O	O
whom	O	O
had	O	O
always	O	O
opened	O	O
the	O	O
body	O	O
and	O	O
found	O	O
nothing	O	O
inside	O	O
(	O	O
which	O	O
was	O	O
very	O	O
probable	O	O
indeed	O	O
)	O	O
,	O	O
and	O	O
the	O	O
latter	O	O
of	O	O
whom	O	O
invariably	O	O
swore	O	O
whatever	O	O
the	O	O
parish	O	O
wanted	O	O
;	O	O
which	O	O
was	O	O
very	O	O
self	O	O
-	O	O
devotional	O	O
.	O	O
Besides	O	O
,	O	O
the	B-PERX	O
board	I-PERX	O
made	O	O
periodical	O	O
pilgrimages	O	O
to	O	O
the	O	O
farm	O	O
,	O	O
and	O	O
always	O	O
sent	O	O
the	B-PERX	O
beadle	I-PERX	O
the	O	O
day	O	O
before	O	O
,	O	O
to	O	O
say	O	O
they	B-PERX	O
were	O	O
going	O	O
.	O	O
The	B-PERX	O
