original_word	ner	m_ner
--	O	O
Miss	O	O
Sharp	B-PERSON	O
accompanies	O	O
Miss	O	O
Sedley	B-PERSON	O
.	O	O
It	O	O
is	O	O
particularly	O	O
requested	O	O
that	O	O
Miss	O	O
Sharp	B-PERSON	O
's	O	O
stay	O	O
in	O	O
Russell	O	O
Square	O	O
may	O	O
not	O	O
exceed	O	O
ten	O	O
days	O	O
.	O	O
The	B-PERX	O
family	I-PERX	O
of	I-PERX	O
distinction	I-PERX	O
with	I-PERX	O
whom	I-PERX	O
she	I-PERX	O
is	I-PERX	O
engaged	I-PERX	O
,	O	O
desire	O	O
to	O	O
avail	O	O
themselves	B-PERX	O
of	O	O
her	B-PERX	O
services	O	O
as	O	O
soon	O	O
as	O	O
possible	O	O
.	O	O
This	O	O
letter	O	O
completed	O	O
,	O	O
Miss	O	O
Pinkerton	B-PERSON	O
proceeded	O	O
to	O	O
write	O	O
her	B-PERX	O
own	O	O
name	O	O
,	O	O
and	O	O
Miss	O	O
Sedley	B-PERSON	O
's	O	O
,	O	O
in	O	O
the	O	O
fly	O	O
-	O	O
leaf	O	O
of	O	O
a	O	O
Johnson	B-PERSON	O
's	O	O
Dictionary	O	O
--	O	O
the	O	O
interesting	O	O
work	O	O
which	O	O
she	B-PERX	O
invariably	O	O
presented	O	O
to	O	O
her	B-PERX	O
scholars	I-PERX	O
,	O	O
on	O	O
their	O	O
departure	O	O
from	O	O
the	O	O
Mall	O	O
.	O	O
On	O	O
the	O	O
cover	O	O
was	O	O
inserted	O	O
a	O	O
copy	O	O
of	O	O
"	O	O
Lines	O	O
addressed	O	O
to	O	O
a	B-PERX	O
young	I-PERX	O
lady	I-PERX	O
on	O	O
quitting	O	O
Miss	O	O
Pinkerton	B-PERSON	O
's	O	O
school	O	O
,	O	O
at	O	O
the	O	O
Mall	O	O
;	O	O
by	O	O
the	B-PERX	O
late	I-PERX	O
revered	I-PERX	O
Doctor	I-PERX	B-PERSON
Samuel	I-PERX	I-PERSON
Johnson	I-PERX	I-PERSON
.	O	O
"	O	O
In	O	O
fact	O	O
,	O	O
the	B-PERX	O
Lexicographer	I-PERX	O
's	O	O
name	O	O
was	O	O
always	O	O
on	O	O
the	O	O
lips	O	O
of	O	O
this	B-PERX	O
majestic	I-PERX	O
woman	I-PERX	O
,	O	O
and	O	O
a	O	O
visit	O	O
he	B-PERX	O
had	O	O
paid	O	O
to	O	O
her	B-PERX	O
was	O	O
the	O	O
cause	O	O
of	O	O
her	B-PERX	O
reputation	O	O
and	O	O
her	B-PERX	O
fortune	O	O
.	O	O
Being	O	O
commanded	O	O
by	O	O
her	B-PERX	O
elder	I-PERX	O
sister	I-PERX	O
to	O	O
get	O	O
"	O	O
the	O	O
Dictionary	O	O
"	O	O
from	O	O
the	O	O
cupboard	O	O
,	O	O
Miss	O	O
Jemima	B-PERSON	O
had	O	O
extracted	O	O
two	O	O
copies	O	O
of	O	O
the	O	O
book	O	O
from	O	O
the	O	O
receptacle	O	O
in	O	O
question	O	O
.	O	O
When	O	O
Miss	O	O
Pinkerton	B-PERSON	O
had	O	O
finished	O	O
the	O	O
inscription	O	O
in	O	O
the	O	O
first	O	O
,	O	O
Jemima	B-PERSON	O
,	O	O
with	O	O
rather	O	O
a	O	O
dubious	O	O
and	O	O
timid	O	O
air	O	O
,	O	O
handed	O	O
her	B-PERX	O
the	O	O
second	O	O
.	O	O
"	O	O
For	O	O
whom	O	O
is	O	O
this	O	O
,	O	O
Miss	O	O
Jemima	B-PERSON	O
?	O	O
"	O	O
said	O	O
Miss	O	O
Pinkerton	B-PERSON	O
,	O	O
with	O	O
awful	O	O
coldness	O	O
.	O	O
"	O	O
For	O	O
Becky	O	B-PERSON
Sharp	O	I-PERSON
,	O	O
"	O	O
answered	O	O
Jemima	B-PERSON	O
,	O	O
trembling	O	O
very	O	O
much	O	O
,	O	O
and	O	O
blushing	O	O
over	O	O
her	B-PERX	O
withered	O	O
face	O	O
and	O	O
neck	O	O
,	O	O
as	O	O
she	B-PERX	O
turned	O	O
her	O	O
back	O	O
on	O	O
her	B-PERX	O
sister	I-PERX	O
.	O	O
"	O	O
For	O	O
Becky	O	B-PERSON
Sharp	O	I-PERSON
:	O	O
she	B-PERX	O
's	O	O
going	O	O
too	O	O
.	O	O
"	O	O
"	O	O
MISS	O	O
JEMIMA	B-PERSON	O
!	O	O
"	O	O
exclaimed	O	O
Miss	O	O
Pinkerton	B-PERSON	O
,	O	O
in	O	O
the	O	O
largest	O	O
capitals	O	O
.	O	O
"	O	O
Are	O	O
you	B-PERX	O
in	O	O
your	B-PERX	O
senses	O	O
?	O	O
Replace	O	O
the	O	O
Dixonary	O	O
in	O	O
the	O	O
closet	O	O
,	O	O
and	O	O
never	O	O
venture	O	O
to	O	O
take	O	O
such	O	O
a	O	O
liberty	O	O
in	O	O
future	O	O
.	O	O
"	O	O
"	O	O
Well	O	O
,	O	O
sister	B-PERX	O
,	O	O
it	O	O
's	O	O
only	O	O
two	O	O
-	O	O
and	O	O
-	O	O
ninepence	O	O
,	O	O
and	O	O
poor	B-PERX	O
Becky	I-PERX	B-PERSON
will	O	O
be	O	O
miserable	O	O
if	O	O
she	B-PERX	O
do	O	O
n't	O	O
get	O	O
one	O	O
.	O	O
"	O	O
"	O	O
Send	O	O
Miss	O	O
Sedley	B-PERSON	O
instantly	O	O
to	O	O
me	B-PERX	O
,	O	O
"	O	O
said	O	O
Miss	O	O
Pinkerton	B-PERSON	O
.	O	O
And	O	O
so	O	O
venturing	O	O
not	O	O
to	O	O
say	O	O
another	O	O
word	O	O
,	O	O
poor	B-PERX	O
Jemima	I-PERX	B-PERSON
trotted	O	O
off	O	O
,	O	O
exceedingly	O	O
flurried	O	O
and	O	O
nervous	O	O
.	O	O
Miss	B-PERX	O
Sedley	I-PERX	B-PERSON
's	I-PERX	O
papa	I-PERX	O
was	O	O
a	B-PERX	O
merchant	I-PERX	O
in	I-PERX	O
London	I-PERX	O
,	O	O
and	O	O
a	B-PERX	O
man	I-PERX	O
of	I-PERX	O
some	I-PERX	O
wealth	I-PERX	O
;	O	O
whereas	O	O
Miss	O	O
Sharp	B-PERSON	O
was	O	O
an	B-PERX	O
articled	I-PERX	O
pupil	I-PERX	O
,	O	O
for	O	O
whom	O	O
Miss	O	O
Pinkerton	B-PERSON	O
had	O	O
done	O	O
,	O	O
as	O	O
she	B-PERX	O
thought	O	O
,	O	O
quite	O	O
enough	O	O
,	O	O
without	O	O
conferring	O	O
upon	O	O
her	B-PERX	O
at	O	O
parting	O	O
the	O	O
high	O	O
honour	O	O
of	O	O
the	O	O
Dixonary	O	O
.	O	O
Although	O	O
schoolmistresses	B-PERX	O
'	O	O
letters	O	O
are	O	O
to	O	O
be	O	O
trusted	O	O
no	O	O
more	O	O
nor	O	O
less	O	O
than	O	O
churchyard	O	O
epitaphs	O	O
;	O	O
yet	O	O
,	O	O
as	O	O
it	O	O
sometimes	O	O
happens	O	O
that	O	O
a	B-PERX	O
person	I-PERX	O
departs	O	O
this	O	O
life	O	O
who	O	O
is	O	O
really	O	O
deserving	O	O
of	O	O
all	O	O
the	O	O
praises	O	O
the	B-PERX	O
stone	I-PERX	O
cutter	I-PERX	O
carves	O	O
over	O	O
his	O	O
bones	O	O
;	O	O
who	O	O
IS	O	O
a	B-PERX	O
good	I-PERX	O
Christian	I-PERX	O
,	O	O
a	B-PERX	O
good	I-PERX	O
parent	I-PERX	O
,	O	O
child	B-PERX	O
,	O	O
wife	B-PERX	O
,	O	O
or	O	O
husband	B-PERX	O
;	O	O
who	O	O
actually	O	O
DOES	O	O
leave	O	O
a	B-PERX	O
disconsolate	I-PERX	O
family	I-PERX	O
to	O	O
mourn	O	O
his	B-PERX	O
loss	O	O
;	O	O
so	O	O
in	O	O
academies	O	O
of	O	O
the	O	O
male	O	O
and	O	O
female	O	O
sex	O	O
it	O	O
occurs	O	O
every	O	O
now	O	O
and	O	O
then	O	O
that	O	O
the	B-PERX	O
pupil	I-PERX	O
is	O	O
fully	O	O
worthy	O	O
of	O	O
the	O	O
praises	O	O
bestowed	O	O
by	O	O
the	B-PERX	O
disinterested	I-PERX	O
instructor	I-PERX	O
.	O	O
Now	O	O
,	O	O
Miss	O	O
Amelia	B-PERSON	O
Sedley	I-PERSON	O
was	O	O
a	B-PERX	O
young	I-PERX	O
lady	I-PERX	O
of	I-PERX	O
this	I-PERX	O
singular	I-PERX	O
species	I-PERX	O
;	O	O
and	O	O
deserved	O	O
not	O	O
only	O	O
all	O	O
that	O	O
Miss	O	O
Pinkerton	B-PERSON	O
said	O	O
in	O	O
her	B-PERX	O
praise	O	O
,	O	O
but	O	O
had	O	O
many	O	O
charming	O	O
qualities	O	O
which	O	O
that	O	O
pompous	B-PERX	O
old	I-PERX	O
Minerva	I-PERX	B-PERSON
of	I-PERX	O
a	I-PERX	O
woman	I-PERX	O
could	O	O
not	O	O
see	O	O
,	O	O
from	O	O
the	O	O
differences	O	O
of	O	O
rank	O	O
and	O	O
age	O	O
between	O	O
her	B-PERX	O
pupil	I-PERX	O
and	O	O
herself	I-PERX	O
.	O	O
For	O	O
she	B-PERX	O
could	O	O
not	O	O
only	O	O
sing	O	O
like	O	O
a	O	O
lark	O	O
,	O	O
or	O	O
a	O	O
Mrs.	O	O
Billington	B-PERSON	O
,	O	O
and	O	O
dance	O	O
like	O	O
Hillisberg	B-PERSON	O
or	O	O
Parisot	B-PERSON	O
;	O	O
and	O	O
embroider	O	O
beautifully	O	O
;	O	O
and	O	O
spell	O	O
as	O	O
well	O	O
as	O	O
a	O	O
Dixonary	O	O
itself	O	O
;	O	O
but	O	O
she	B-PERX	O
had	O	O
such	O	O
a	O	O
kindly	O	O
,	O	O
smiling	O	O
,	O	O
tender	O	O
,	O	O
gentle	O	O
,	O	O
generous	O	O
heart	O	O
of	O	O
her	B-PERX	O
own	O	O
,	O	O
as	O	O
won	O	O
the	O	O
love	O	O
of	O	O
everybody	B-PERX	O
who	I-PERX	O
came	I-PERX	O
near	I-PERX	O
her	I-PERX	O
,	O	O
from	O	O
Minerva	B-PERSON	O
herself	O	O
down	O	O
to	O	O
the	O	O
poor	O	O
girl	O	O
in	O	O
the	O	O
scullery	O	O
,	O	O
and	O	O
the	O	O
one	B-PERX	O
-	B-PERX	O
eyed	B-PERX	O
tart	I-PERX	O
-	I-PERX	O
woman	I-PERX	O
's	I-PERX	O
daughter	I-PERX	O
,	I-PERX	O
who	I-PERX	O
was	I-PERX	O
permitted	I-PERX	O
to	I-PERX	O
vend	I-PERX	O
her	I-PERX	O
wares	I-PERX	O
once	I-PERX	O
a	I-PERX	O
week	I-PERX	O
to	O	O
the	B-PERX	O
young	I-PERX	O
ladies	I-PERX	O
in	I-PERX	O
the	I-PERX	O
Mall	I-PERX	O
.	O	O
She	B-PERX	O
had	O	O
twelve	B-PERX	O
intimate	I-PERX	O
and	I-PERX	O
bosom	I-PERX	O
friends	I-PERX	O
out	O	O
of	O	O
the	B-PERX	O
twenty	I-PERX	O
-	I-PERX	O
four	I-PERX	O
young	I-PERX	O
ladies	I-PERX	O
.	O	O
Even	O	O
envious	O	O
Miss	O	O
Briggs	B-PERSON	O
never	O	O
spoke	O	O
ill	O	O
of	O	O
her	B-PERX	O
;	O	O
high	O	O
and	O	O
mighty	O	O
Miss	O	O
Saltire	B-PERSON	O
(	O	O
Lord	B-PERX	O
Dexter	I-PERX	B-PERSON
's	I-PERX	O
granddaughter	I-PERX	O
)	O	O
allowed	O	O
that	O	O
her	B-PERX	O
figure	O	O
was	O	O
genteel	O	O
;	O	O
and	O	O
as	O	O
for	O	O
Miss	O	O
Swartz	B-PERSON	O
,	O	O
the	B-PERX	O
rich	I-PERX	O
woolly	I-PERX	O
-	I-PERX	O
haired	I-PERX	O
mulatto	I-PERX	O
from	I-PERX	O
St.	I-PERX	O
Kitt	I-PERX	O
's	I-PERX	O
,	I-PERX	O
on	O	O
the	O	O
day	O	O
Amelia	B-PERSON	O
went	O	O
away	O	O
,	O	O
she	B-PERX	O
was	O	O
in	O	O
such	O	O
a	O	O
passion	O	O
of	O	O
tears	O	O
that	O	O
they	B-PERX	O
were	O	O
obliged	O	O
to	O	O
send	O	O
for	O	O
Dr.	O	O
Floss	B-PERSON	O
,	O	O
and	O	O
half	O	O
tipsify	O	O
her	B-PERX	O
with	O	O
salvolatile	O	O
.	O	O
Miss	O	O
Pinkerton	B-PERSON	O
's	O	O
attachment	O	O
was	O	O
,	O	O
as	O	O
may	O	O
be	O	O
supposed	O	O
from	O	O
the	O	O
high	O	O
position	O	O
and	O	O
eminent	O	O
virtues	O	O
of	O	O
that	B-PERX	O
lady	I-PERX	O
,	O	O
calm	O	O
and	O	O
dignified	O	O
;	O	O
but	O	O
Miss	O	O
Jemima	B-PERSON	O
had	O	O
already	O	O
whimpered	O	O
several	O	O
times	O	O
at	O	O
the	O	O
idea	O	O
of	O	O
Amelia	B-PERSON	O
's	O	O
departure	O	O
;	O	O
and	O	O
,	O	O
but	O	O
for	O	O
fear	O	O
of	O	O
her	B-PERX	O
sister	I-PERX	O
,	O	O
would	O	O
have	O	O
gone	O	O
off	O	O
in	O	O
downright	O	O
hysterics	O	O
,	O	O
like	O	O
the	B-PERX	O
heiress	I-PERX	O
(	I-PERX	O
who	I-PERX	O
paid	I-PERX	O
double	I-PERX	O
)	I-PERX	O
of	I-PERX	O
St.	I-PERX	O
Kitt	I-PERX	O
's	I-PERX	O
.	O	O
Such	O	O
luxury	O	O
of	O	O
grief	O	O
,	O	O
however	O	O
,	O	O
is	O	O
only	O	O
allowed	O	O
to	O	O
parlour	B-PERX	O
-	I-PERX	O
boarders	I-PERX	O
.	O	O
Honest	B-PERX	O
Jemima	I-PERX	B-PERSON
had	O	O
all	O	O
the	O	O
bills	O	O
,	O	O
and	O	O
the	O	O
washing	O	O
,	O	O
and	O	O
the	O	O
mending	O	O
,	O	O
and	O	O
the	O	O
puddings	O	O
,	O	O
and	O	O
the	O	O
plate	O	O
and	O	O
crockery	O	O
,	O	O
and	O	O
the	B-PERX	O
servants	I-PERX	O
to	O	O
superintend	O	O
.	O	O
But	O	O
why	O	O
speak	O	O
about	O	O
her	B-PERX	O
?	O	O
It	O	O
is	O	O
probable	O	O
that	O	O
we	B-PERX	O
shall	O	O
not	O	O
hear	O	O
of	O	O
her	O	O
again	O	O
from	O	O
this	O	O
moment	O	O
to	O	O
the	O	O
end	O	O
of	O	O
time	O	O
,	O	O
and	O	O
that	O	O
when	O	O
the	O	O
great	O	O
filigree	O	O
iron	O	O
gates	O	O
are	O	O
once	O	O
closed	O	O
on	O	O
her	B-PERX	O
,	O	O
she	B-PERX	O
and	O	O
her	B-PERX	O
awful	I-PERX	O
sister	I-PERX	O
will	O	O
never	O	O
issue	O	O
therefrom	O	O
into	O	O
this	O	O
little	O	O
world	O	O
of	O	O
history	O	O
.	O	O
But	O	O
as	O	O
we	B-PERX	O
are	O	O
to	O	O
see	O	O
a	O	O
great	O	O
deal	O	O
of	O	O
Amelia	B-PERSON	O
,	O	O
there	O	O
is	O	O
no	O	O
harm	O	O
in	O	O
saying	O	O
,	O	O
at	O	O
the	O	O
outset	O	O
of	O	O
our	B-PERX	O
acquaintance	I-PERX	O
,	O	O
that	O	O
she	OB-PERX	O
was	O	O
a	B-PERX	O
dear	I-PERX	O
little	I-PERX	O
creature	I-PERX	O
;	O	O
and	O	O
a	O	O
great	O	O
mercy	O	O
it	O	O
is	O	O
,	O	O
both	O	O
in	O	O
life	O	O
and	O	O
in	O	O
novels	O	O
,	O	O
which	O	O
(	O	O
and	O	O
the	O	O
latter	O	O
especially	O	O
)	O	O
abound	O	O
in	O	O
villains	B-PERX	O
of	I-PERX	O
the	I-PERX	O
most	I-PERX	O
sombre	I-PERX	O
sort	I-PERX	O
,	O	O
that	O	O
we	O	O
are	O	O
to	O	O
have	O	O
for	O	O
a	B-PERX	O
constant	I-PERX	O
companion	I-PERX	O
so	I-PERX	O
guileless	I-PERX	O
and	I-PERX	O
good	I-PERX	O
-	I-PERX	O
natured	I-PERX	O
a	I-PERX	O
person	I-PERX	O
.	O	O
As	O	O
she	B-PERX	O
is	O	O
not	O	O
a	B-PERX	O
heroine	I-PERX	O
,	O	O
there	O	O
